media_item_id,ingest_timestamp,primary_title,secondary_title,artist_id,media_cover_url
224,2022-05-19 13:44:52.416177,Calum Scott - You Are The Reason (Official Video),You Are The Reason,127,https://i.ytimg.com/vi/ShZ978fBl6Y/default.jpg
229,2022-05-19 13:44:53.951874,Taylor Swift - Bad Blood ft. Kendrick Lamar,Bad Blood (feat. Kendrick Lamar),163,https://i.ytimg.com/vi/QcIy9NiNbmo/default.jpg
235,2022-05-19 13:13:13.918466,GAYLE - abcdefu (Lyrics),,,https://i.ytimg.com/vi/87yshUAtf4Q/default.jpg
237,2022-05-19 12:19:27.270498,OneRepublic - West Coast (Official Music Video),West Coast,148,https://i.ytimg.com/vi/QBPE2fZsVYU/default.jpg
255,2022-05-19 13:44:53.45713,Jeremy Zucker - comethru (Official Video),comethru,118,https://i.ytimg.com/vi/jO2viLEW-1A/default.jpg
326,2022-05-19 13:44:51.078071,Major Lazer & DJ Snake - Lean On (feat. MØ) (Official Music Video),Lean On (feat. MØ),101,https://i.ytimg.com/vi/YqeW9_5kURI/default.jpg
341,2022-05-19 13:23:22.688663,Então volta| Amado Batista- Feat. Kell Smith- Lançamento 2022,,,https://i.ytimg.com/vi/ulZ4YAE7hCQ/default.jpg
379,2022-05-19 12:19:21.157105,Dave - Starlight,Starlight,206,https://i.ytimg.com/vi/iVWsP3IadBk/default.jpg
408,2022-05-19 12:32:11.382455,Anitta - Envolver [Official Music Video],Envolver,51,https://i.ytimg.com/vi/hFCjGiawJi4/default.jpg
409,2022-05-19 13:42:23.773357,GANG51E JUNE - Static Rain (feat. Birdy) [Official Video],,,https://i.ytimg.com/vi/6S_3OKrqJ3I/default.jpg
444,2022-05-19 12:32:12.272045,Bad Bunny - Dos Mil 16 (360° Visualizer) | Un Verano Sin Ti,,,https://i.ytimg.com/vi/czx0dQe-3uk/default.jpg
457,2022-05-19 12:19:29.04371,Bad Bunny - Yonaguni (Video Oficial),Yonaguni,63,https://i.ytimg.com/vi/doLMt10ytHY/default.jpg
496,2022-05-19 13:13:16.092744,Yahritza Y Su Esencia - Déjalo Ir (Audio),,,https://i.ytimg.com/vi/e9599d8Hlyw/default.jpg
512,2022-05-19 12:19:27.704139,OneRepublic - Sunshine (Official Lyric Video),Sunshine,148,https://i.ytimg.com/vi/rYkK4HHTBQ4/default.jpg
517,2022-05-19 13:23:21.417289,Richard e Diego -  Cara na Mesa | DVD Uma Nova História,,,https://i.ytimg.com/vi/MnMWVbmFz_M/default.jpg
547,2022-05-19 13:23:21.455347,Marília Mendonça & Maiara e Maraisa - Motel Afrodite,Motel Afrodite (Live),191,https://i.ytimg.com/vi/qZxXZ2UpaBs/default.jpg
557,2022-05-19 13:13:15.822981,Muni Long - Pain (Official Video),Pain,,https://i.ytimg.com/vi/mex6wFv0_wM/default.jpg
587,2022-05-19 12:32:12.115319,Bad Bunny - Yo No Soy Celoso (360° Visualizer) | Un Verano Sin Ti,Yo No Soy Celoso,,https://i.ytimg.com/vi/kLUeP9E9f5k/default.jpg
602,2022-05-19 13:23:21.766108,Gusttavo Lima - Não Me Arranha (Buteco in Boston),Não Me Arranha (Ao Vivo),189,https://i.ytimg.com/vi/CGbvMQ7xDtE/default.jpg
619,2022-05-19 13:13:14.67731,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",Dippam Dappam,116,https://i.ytimg.com/vi/j64M3CACcr4/hqdefault.jpg
676,2022-05-19 13:42:23.277376,Sub Urban & Bella Poarch - INFERNO (Official Music Video),INFERNO,,https://i.ytimg.com/vi/hgF1HI_kW6s/default.jpg
693,2022-05-19 13:23:21.270362,Meu Número (Live),Meu Número (Ao Vivo),10,https://i.ytimg.com/vi/SClzaJuWou4/hqdefault.jpg
710,2022-05-19 13:13:16.072245,Gabby Barrett - Pick Me Up (Official Music Video),Pick Me Up,,https://i.ytimg.com/vi/0qG4chf4fLI/default.jpg
713,2022-05-19 13:44:51.323202,Sia - Cheap Thrills (Lyric Video) ft. Sean Paul,Cheap Thrills,135,https://i.ytimg.com/vi/nYh-n7EOtMA/default.jpg
715,2022-05-19 13:44:52.824931,Ava Max - Kings & Queens [Official Music Video],Kings & Queens,214,https://i.ytimg.com/vi/jH1RNk8954Q/default.jpg
719,2022-05-19 13:23:22.453931,Gusttavo Lima - Se (Buteco in Boston),Se (Ao Vivo),189,https://i.ytimg.com/vi/nzy9rR0SsFY/default.jpg
723,2022-05-19 13:13:15.807925,El Capitán (En Vivo),,,https://i.ytimg.com/vi/tPkKQaUcvks/default.jpg
728,2022-05-19 13:13:14.999307,Tove Lo - No One Dies From Love (Official Music Video),No One Dies From Love,,https://i.ytimg.com/vi/CMWLX0KXwF4/default.jpg
760,2022-05-19 13:13:14.621825,Conan Gray - Memories (Official Music Video),Memories,,https://i.ytimg.com/vi/2lSyHZLzNYA/default.jpg
772,2022-05-19 13:23:21.852742,Henrique e Juliano -  TROCO DA TROCA - DVD Manifesto Musical,Troco Na Troca (Ao Vivo),,https://i.ytimg.com/vi/-MjBmkSXt_g/mqdefault.jpg
802,2022-05-19 13:44:44.472314,Bruno Mars - Grenade (Official Music Video),Grenade,154,https://i.ytimg.com/vi/SR6iYWJxHqs/default.jpg
806,2022-05-19 12:32:11.298519,"Komuram Bheemudo Full Video Song(Telugu) | RRR | NTR,Ram Charan | M M Keeravaani | SS Rajamouli",,,https://i.ytimg.com/vi/2VmgpHUld8o/default.jpg
859,2022-05-19 13:44:50.546569,Maroon 5 - Sugar (Official Music Video),Sugar,156,https://i.ytimg.com/vi/09R8_2nJtjg/default.jpg
865,2022-05-19 13:13:15.551122,Opening Sequence,Opening Sequence,,https://i.ytimg.com/vi/3bEAQmFy5Xw/default.jpg
869,2022-05-19 13:12:19.007452,ROSALÍA - DELIRIO DE GRANDEZA (Official Video),DELIRIO DE GRANDEZA,,https://i.ytimg.com/vi/YT1ohp1KKLo/default.jpg
880,2022-05-19 13:13:15.595092,"Komma Uyyala Full Video Song (Telugu) [4K]| RRR Songs | NTR,Ram Charan | MM Keeravaani |SS Rajamouli","Komma Uyyala Full Video Song (Telugu) [4K]| RRR Songs | NTR,Ram Charan | MM Keeravaani |SS Rajamouli",,https://i.ytimg.com/vi/eWdEqcIH-Xw/mqdefault.jpg
907,2022-05-19 13:44:44.800226,Maroon 5 - What Lovers Do ft. SZA (Official Music Video),What Lovers Do (feat. SZA),156,https://i.ytimg.com/vi/5Wiio4KoGe8/default.jpg
953,2022-05-19 13:44:52.925523,Cher - Believe [Official Music Video],Believe,196,https://i.ytimg.com/vi/nZXRV4MezEw/default.jpg
956,2022-05-19 13:44:52.001212,Halsey - Without Me,Without Me,242,https://i.ytimg.com/vi/ZAfAud_M_mg/default.jpg
958,2022-05-19 12:32:11.466161,VIKRAM – Pathala Pathala Lyric | Kamal Haasan | Vijay Sethupathi | Lokesh Kanagaraj | Anirudh,Pathala Pathala,,https://i.ytimg.com/vi/9VpeTiz81gc/default.jpg
970,2022-05-19 13:42:22.550944,The Weeknd - Sacrifice (Official Music Video),Sacrifice,181,https://i.ytimg.com/vi/VafTMsrnSTU/default.jpg
983,2022-05-19 12:31:22.138997,Swedish House Mafia and The Weeknd - Moth To A Flame (Official Video),Moth To A Flame,181,https://i.ytimg.com/vi/u9n7Cw-4_HQ/default.jpg
21,2022-05-19 13:44:45.002929,Milky Chance - Synchronize (Official Video),Synchronize,126,https://i.ytimg.com/vi/DF6JhvbSMxs/default.jpg
25,2022-05-19 13:13:16.164515,Today,Today,160,https://i.ytimg.com/vi/S0lPavA_jpk/hqdefault.jpg
87,2022-05-19 12:19:28.744437,"Kane Brown, blackbear - Memory (Official Video)",Memory,230,https://i.ytimg.com/vi/fPziOGGqEpw/default.jpg
95,2022-05-19 13:42:23.466116,3Breezy - Gangsta Wit It Pt. 2 feat. Toosii (Visualizer),,,https://i.ytimg.com/vi/gGpPC_u597Y/default.jpg
100,2022-05-19 13:23:23.184,Saudade Carinhosa - Mari Fernandez (Videoclipe Oficial),Saudade Carinhosa,,https://i.ytimg.com/vi/zbalhDXqpGg/default.jpg
123,2022-05-19 13:44:44.025945,Ava Max - My Head & My Heart [Official Music Video],My Head & My Heart,214,https://i.ytimg.com/vi/w8mBplMtwJ8/default.jpg
133,2022-05-19 13:44:52.370595,Bruno Mars - Just The Way You Are (Official Music Video),Just the Way You Are,154,https://i.ytimg.com/vi/LjhCEhWiKXk/default.jpg
148,2022-05-19 13:42:24.003232,MARIBASED1 - POLE DANCER (OFFICIAL MUSIC VIDEO) [DIR: @KILLYKO_ & @MARIBASED1],,,https://i.ytimg.com/vi/F8sbJILdkQQ/default.jpg
219,2022-05-19 13:13:14.701127,"Una Julio 70 - Luis Angel ""El Flaco""",Una Julio 70,,https://i.ytimg.com/vi/BdecmcVmhvY/default.jpg
233,2022-05-19 13:13:12.748484,A$AP Rocky - D.M.B. (Official Video),D.M.B.,,https://i.ytimg.com/vi/0NzlbBmkM3E/default.jpg
245,2022-05-19 13:23:21.398694,Zé Felipe e Os Barões Da Pisadinha - Senta Danada (Videoclipe Oficial),Senta Danada,36,https://i.ytimg.com/vi/kI5mmq5QIz4/default.jpg
247,2022-05-19 13:13:13.583854,24,24,,https://i.ytimg.com/vi/INebzHsPSNA/mqdefault.jpg
252,2022-05-19 13:13:14.379353,"Kizz Daniel, Tekno - Buga (Official Lyric Video)",Buga,,https://i.ytimg.com/vi/FC4o26-4-xQ/default.jpg
263,2022-05-19 13:44:44.422726,"Ariana Grande - break up with your girlfriend, i'm bored (Official Video)","break up with your girlfriend, i'm bored",8,https://i.ytimg.com/vi/LH4Y1ZUUx2g/default.jpg
276,2022-05-19 13:23:23.030572,Gusttavo Lima - Por Um Minuto - Falando de Amor,,,https://i.ytimg.com/vi/r_yhREbppbI/default.jpg
278,2022-05-19 13:42:23.243648,"Black Eyed Peas, Saweetie, Lele Pons - HIT IT (Official Music Video)",HIT IT (feat. Saweetie & Lele Pons),123,https://i.ytimg.com/vi/5KIMcayH_jQ/default.jpg
305,2022-05-19 13:44:45.708039,Neptune - Shiny Demise (Official Music Video),,,https://i.ytimg.com/vi/GbDvg_ydRf8/default.jpg
331,2022-05-19 12:32:11.521912,Two Two Two - Video Song | Kaathuvaakula Rendu Kaadhal | Vijay Sethupathi | Anirudh | Vignesh Shivan,Two Two Two,,https://i.ytimg.com/vi/MJmxdlCtFWU/default.jpg
346,2022-05-19 13:44:43.341463,Maroon 5 - Don't Wanna Know (Official Music Video),Don't Wanna Know,156,https://i.ytimg.com/vi/ANS9sSJA9Yc/default.jpg
399,2022-05-19 13:23:22.823396,Simone & Simaria – Rapariga,Rapariga (Ao Vivo),,https://i.ytimg.com/vi/JnsvymlPtqM/default.jpg
400,2022-05-19 13:23:23.280262,Fredo Bang - Last One Left Feat. Roddy Ricch (Official Video),Last One Left,234,https://i.ytimg.com/vi/BRlF7kBJBPw/default.jpg
404,2022-05-19 12:19:27.861902,Diplo & Miguel - Don't Forget My Love (Official Music Video),Don't Forget My Love,85,https://i.ytimg.com/vi/KLu7QyEpdBM/default.jpg
411,2022-05-19 13:44:44.64607,Maroon 5 - Animals (Official Music Video),Animals,156,https://i.ytimg.com/vi/qpgTC9MDx1o/default.jpg
414,2022-05-19 13:13:13.031272,Lady Gaga - Hold My Hand (From “Top Gun: Maverick”) [Official Music Video],Hold My Hand,,https://i.ytimg.com/vi/O2CIAKVTOrc/default.jpg
435,2022-05-19 13:12:18.743663,The Chainsmokers - I Love U (Official Video),I Love U,,https://i.ytimg.com/vi/NmB9Rq1yVmo/default.jpg
449,2022-05-19 13:42:24.102242,Miley Cyrus - Angels Like You (Official Video),Angels Like You,136,https://i.ytimg.com/vi/Y0ORhLyJWuc/default.jpg
555,2022-05-19 13:42:23.409646,"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)",INDUSTRY BABY,81,https://i.ytimg.com/vi/UTHLKHL_whs/default.jpg
605,2022-05-19 13:44:52.968997,Camila Cabello - Havana (Vertical Video) ft. Young Thug,Havana,182,https://i.ytimg.com/vi/pz95u3UVpaM/default.jpg
623,2022-05-19 13:13:14.067465,Walker Hayes - AA (Official Video),,,https://i.ytimg.com/vi/_1aO4pCvxN0/default.jpg
674,2022-05-19 12:32:12.559781,"Video: Mast Nazron Se | Rochak K ft Jubin Nautiyal, Nikita Dutta | Manoj M | Ashish P | Bhushan K",Mast Nazron Se,87,https://i.ytimg.com/vi/Tc8kb5HBNrA/default.jpg
714,2022-05-19 13:23:21.210227,Léo e Raphael ft. Jorge - Larga Aí Pra Ver (DVD Mar de Chapéu),,,https://i.ytimg.com/vi/JXRK5WWJTfY/mqdefault.jpg
721,2022-05-19 13:13:12.962475,"EST Gee, 42 Dugg - Ice Talk (Official Music Video)",Ice Talk,,https://i.ytimg.com/vi/6Q6GOcuYTxk/default.jpg
744,2022-05-19 13:44:45.217204,Meghan Trainor - Me Too,Me Too,100,https://i.ytimg.com/vi/qDRORgoZxZU/default.jpg
746,2022-05-19 13:44:43.9657,Faouzia & John Legend - Minefields (Official Music Video),Minefields,142,https://i.ytimg.com/vi/jKIEUdAMtrQ/default.jpg
750,2022-05-19 13:44:52.310552,Ed Sheeran - Photograph (Official Music Video),Photograph,50,https://i.ytimg.com/vi/nSDgHBxUbVQ/default.jpg
759,2022-05-19 13:44:51.699729,Everywhere - Sophia Salcido,,,https://i.ytimg.com/vi/NC5M76nHMdo/default.jpg
769,2022-05-19 13:23:22.838217,Gusttavo Lima - Em Qualquer Lugar (Buteco in Boston),,189,https://i.ytimg.com/vi/lYtDqSc78Jo/default.jpg
778,2022-05-19 12:31:22.6129,The Weeknd - Take My Breath (Official Music Video),Take My Breath,181,https://i.ytimg.com/vi/rhTl_OyehF8/default.jpg
819,2022-05-19 13:44:44.661776,Katy Perry - Harleys In Hawaii (Official),Harleys In Hawaii,211,https://i.ytimg.com/vi/sQEgklEwhSo/default.jpg
851,2022-05-19 13:13:14.654307,Ma Ma Mahesha - Lyrical Video | Sarkaru Vaari Paata | Mahesh Babu | Keerthy Suresh | Thaman S,Ma Ma Mahesha,,https://i.ytimg.com/vi/-PTf2z3Zf6s/default.jpg
863,2022-05-19 13:42:23.102506,"Skrillex, Justin Bieber & Don Toliver - Don't Go (Official Music Video)",Don’t Go,184,https://i.ytimg.com/vi/cds_rfHsJ3Y/default.jpg
874,2022-05-19 13:42:23.609745,"Regard, Troye Sivan, Tate McRae - You (Official Video)",You,227,https://i.ytimg.com/vi/on_IPWtYdc0/default.jpg
890,2022-05-19 13:23:23.544258,"Gustavo Mioto, Marilia Mendonça - Restrição Sentimental",Restrição Sentimental,191,https://i.ytimg.com/vi/UN7xqZnqvrA/default.jpg
895,2022-05-19 12:32:12.986157,IVE 아이브 'LOVE DIVE' MV,LOVE DIVE,,https://i.ytimg.com/vi/Y8JFxS1HlDo/default.jpg
896,2022-05-19 13:44:52.675068,The Weeknd - Blinding Lights (Official Video),Blinding Lights,181,https://i.ytimg.com/vi/4NRXx6U8ABQ/default.jpg
901,2022-05-19 12:19:21.200688,Belters Only Feat. Jazzy - Make Me Feel Good (Official Audio),,,https://i.ytimg.com/vi/y_k0giroxpU/default.jpg
932,2022-05-19 12:31:23.12206,Lil Nas X - SUN GOES DOWN (Official Video),SUN GOES DOWN,81,https://i.ytimg.com/vi/U3BVFY9wnTw/default.jpg
938,2022-05-19 13:23:22.28005,Gusttavo Lima - Quebrando Protocolo feat. Dendelzinho (Buteco In Boston),Quebrando Protocolo (Ao Vivo),189,https://i.ytimg.com/vi/HYuWGkQhkeo/default.jpg
945,2022-05-19 13:42:23.680058,JASON PYRO - BACK OF THE WHIP (Dir. @iPAVETV),,,https://i.ytimg.com/vi/GGedxagAiHw/default.jpg
950,2022-05-19 13:44:44.93072,"Preston Pablo, Banx & Ranx - Flowers Need Rain (Official Visualizer)",Flowers Need Rain,,https://i.ytimg.com/vi/QpG3iyP4e-8/default.jpg
971,2022-05-19 13:44:51.755615,Bella Poarch - Build a B*tch (Official Music Video),Build a Bitch,,https://i.ytimg.com/vi/FLGCGc7sAUw/default.jpg
979,2022-05-19 12:32:12.629066,"We Don't Talk About Bruno (From ""Encanto"")",We Don't Talk About Bruno,103,https://i.ytimg.com/vi/bvWRMAU6V-c/default.jpg
990,2022-05-19 13:13:12.578395,"Future - WAIT FOR U (Official Music Video) ft. Drake, Tems",WAIT FOR U (feat. Drake & Tems),,https://i.ytimg.com/vi/rP09GUQFDFk/default.jpg
1002,2022-05-19 13:13:13.987324,THE_EVIL_THAT_MEN_DO,THE_EVIL_THAT_MEN_DO,,https://i.ytimg.com/vi/KmwigwHOg5o/default.jpg
1015,2022-05-19 13:42:23.49598,Madison Beer - Reckless (Official Music Video),Reckless,147,https://i.ytimg.com/vi/TFHCew8DnC0/default.jpg
1022,2022-05-19 13:44:45.16204,KAO WONDER  - Sexy Back  (Cover),,,https://i.ytimg.com/vi/_K8BRSCj4Ms/default.jpg
15,2022-05-19 13:44:50.661875,Dua Lipa - New Rules (Official Music Video),New Rules,44,https://i.ytimg.com/vi/k2qgadSvNyU/default.jpg
22,2022-05-19 13:13:15.415883,Ella Mai - Didn't Say feat. Latto (Official Audio),Didn't Say (feat. Latto),,https://i.ytimg.com/vi/m7ewoBS1u84/default.jpg
31,2022-05-19 13:44:42.353806,Royal & The Serpent - Happier in Hell (Official Music Video),,,https://i.ytimg.com/vi/JGdGHrBTXv8/default.jpg
32,2022-05-19 13:13:14.979927,BWay Yungy - DND (Music Video),,,https://i.ytimg.com/vi/IuSHpLcWX-M/default.jpg
52,2022-05-19 13:23:21.994016,Wesley Safadão - Eu Já Tava Bem - WS On Board,Eu Já Tava Bem (Ao Vivo),167,https://i.ytimg.com/vi/XpNWBVtXFsI/default.jpg
81,2022-05-19 13:13:13.738132,Rammstein - Angst (Official Video),Angst,,https://i.ytimg.com/vi/ONj9cvHCado/default.jpg
92,2022-05-19 13:23:22.058497,Saudade Véia (Ao Vivo),Saudade Véia (Ao Vivo),70,https://i.ytimg.com/vi/n_UxbqV1XfA/hqdefault.jpg
97,2022-05-19 13:13:15.199355,"Leoni Torres, Lenier - Veneno (Video Oficial)",Veneno,,https://i.ytimg.com/vi/IoIRXuD6wrw/default.jpg
132,2022-05-19 13:23:21.006477,Imperfeitos (Ao Vivo),Imperfeitos (Ao Vivo),,https://i.ytimg.com/vi/JRLQmqU2Qzc/mqdefault.jpg
163,2022-05-19 13:44:51.782831,Ceara Cavalieri - Radio Silence (Official Video),,,https://i.ytimg.com/vi/BW1N5B9tRIo/default.jpg
166,2022-05-19 12:32:11.901266,ทักครับ,ทักครับ (feat. GUYGEEGEE),97,https://i.ytimg.com/vi/L5SSKx7H-gA/hqdefault.jpg
179,2022-05-19 13:13:15.624859,"Sauce Walka - ""Watch Out"" Official Music Video","Sauce Walka - ""Watch Out"" Official Music Video",,https://i.ytimg.com/vi/g6OnHA_hids/default.jpg
180,2022-05-19 13:13:13.954276,"Don Omar - ""Soy Yo"" feat. Wisin & Gente De Zona",Soy Yo,99,https://i.ytimg.com/vi/IbHRZCPUD0g/default.jpg
183,2022-05-19 13:13:14.60393,Trouble With A Heartbreak,,,https://i.ytimg.com/vi/hQddXp09Cjo/default.jpg
204,2022-05-19 13:44:53.322,Harry Styles - Watermelon Sugar (Official Video),Watermelon Sugar,124,https://i.ytimg.com/vi/E07s5ZYygMg/default.jpg
249,2022-05-19 12:19:27.051173,Noa Kirel - Thought About That (Official Music Video),Thought About That,207,https://i.ytimg.com/vi/RdVx-GrnQzk/default.jpg
253,2022-05-19 13:44:44.885791,Backstreet Boys - Shape Of My Heart (Official HD Video),Shape of My Heart,62,https://i.ytimg.com/vi/OT5msu-dap8/default.jpg
275,2022-05-19 13:44:51.837386,Adele - Oh My God (Official Video),Oh My God,79,https://i.ytimg.com/vi/niG3YMU6jFk/default.jpg
306,2022-05-19 13:13:15.10755,Lizzo - About Damn Time (Lyrics),,,https://i.ytimg.com/vi/JsOVJ1PAC6s/default.jpg
338,2022-05-19 12:31:22.937362,Farruko - Pepas (Official Video),Pepas,251,https://i.ytimg.com/vi/y8trd3gjJt0/default.jpg
351,2022-05-19 13:13:15.950992,"Yuridia - Y Tú, ¿Qué Ganas? (Video Oficial)","Y Tú, ¿Qué Ganas?",,https://i.ytimg.com/vi/TS__djFhJKM/default.jpg
355,2022-05-19 13:42:24.063824,ROSÉ - 'On The Ground' M/V,On The Ground,201,https://i.ytimg.com/vi/CKZvWhCqx1s/default.jpg
358,2022-05-19 12:31:23.138664,"Olivia Rodrigo - jealousy, jealousy (Lyric Video)","jealousy, jealousy",13,https://i.ytimg.com/vi/Z-9gQjUZMm0/default.jpg
364,2022-05-19 13:44:53.637849,Katy Perry - The One That Got Away (Official Music Video),The One That Got Away,211,https://i.ytimg.com/vi/Ahha3Cqe_fk/default.jpg
403,2022-05-19 12:19:26.97114,salem ilese- PS5 with TOMORROW X TOGETHER feat. Alan Walker (official lyric video),,,https://i.ytimg.com/vi/w65eWPGYoFg/default.jpg
440,2022-05-19 13:13:14.398551,Blac Youngsta - Money (Official Music Video),Money,15,https://i.ytimg.com/vi/pWarRE_1724/default.jpg
472,2022-05-19 13:42:22.92076,LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO,MONEY,201,https://i.ytimg.com/vi/dNCWe_6HAM8/default.jpg
479,2022-05-19 13:44:51.002536,Diana Goldberg - SAME OLD SORRY (Official Music Video),,,https://i.ytimg.com/vi/6YRVhdQDnDo/default.jpg
480,2022-05-19 12:32:11.978255,"Srivalli (Video) | Pushpa | Allu Arjun, Rashmika Mandanna | Javed Ali | DSP | Sukumar",Srivalli,82,https://i.ytimg.com/vi/hcMzwMrr1tE/default.jpg
485,2022-05-19 13:44:44.291457,Jamie Miller - Here's Your Perfect (Official Music Video),Here's Your Perfect,,https://i.ytimg.com/vi/cRi-x2r88no/default.jpg
522,2022-05-19 13:23:23.391262,AGONIA - Mari Fernandez e Vitor Fernandes (Video Oficial),Agonia,45,https://i.ytimg.com/vi/xgSw4gTSwEg/default.jpg
536,2022-05-19 13:42:23.065037,Cordae - C Carter [Official Music Video],,,https://i.ytimg.com/vi/PK8QIiYHBjw/default.jpg
617,2022-05-19 13:44:44.830261,Maroon 5 - She Will Be Loved (Official Music Video),She Will Be Loved,156,https://i.ytimg.com/vi/nIjVuRTm-dc/default.jpg
620,2022-05-19 13:42:23.395623,Ava Max - EveryTime I Cry (Official Video),EveryTime I Cry,214,https://i.ytimg.com/vi/CFMz9DOhaJ8/default.jpg
636,2022-05-19 13:44:44.631612,Dean Lewis - Be Alright (Official Video),Be Alright,22,https://i.ytimg.com/vi/I0czvJ_jikg/default.jpg
677,2022-05-19 13:44:53.249544,Carly Rae Jepsen - Call Me Maybe,Call Me Maybe,161,https://i.ytimg.com/vi/fWNaR-rxAic/default.jpg
681,2022-05-19 13:23:21.97705,Hold That Heat (feat. Travis Scott),Hold That Heat (feat. Travis Scott),56,https://i.ytimg.com/vi/nYFDHftXido/hqdefault.jpg
733,2022-05-19 13:42:23.578145,P!NK - All I Know So Far (Official Video),All I Know So Far,194,https://i.ytimg.com/vi/wGj9oADcyRs/default.jpg
738,2022-05-19 13:44:53.012151,Panic! At The Disco - High Hopes (Official Video),High Hopes,65,https://i.ytimg.com/vi/IPXIgEAGe4U/default.jpg
745,2022-05-19 13:13:14.927624,YUNGBLUD (with WILLOW) - Memories (Official Music Video),Memories,,https://i.ytimg.com/vi/MFzq4_qCFUQ/default.jpg
789,2022-05-19 12:19:28.90731,Rauw Alejandro - Todo de Ti (Video Oficial),Todo de Ti,183,https://i.ytimg.com/vi/CFPLIaMpGrY/default.jpg
829,2022-05-19 13:44:52.550416,Bruno Mars - When I Was Your Man (Official Music Video),When I Was Your Man,154,https://i.ytimg.com/vi/ekzHIouo8Q4/default.jpg
836,2022-05-19 13:42:22.375087,Coldplay X Selena Gomez - Let Somebody Go (Official Video),Let Somebody Go,197,https://i.ytimg.com/vi/CWCMGIG1Y54/default.jpg
918,2022-05-19 13:13:13.877319,Whiskey On You,,,https://i.ytimg.com/vi/t7qSjbqd4og/default.jpg
933,2022-05-19 13:13:12.937137,Mozzy - Tell The Truth ft. Shordie Shordie (Official Music Video),Tell The Truth,,https://i.ytimg.com/vi/360_M39p_Mg/default.jpg
939,2022-05-19 13:44:45.652971,DNCE - Cake By The Ocean,Cake By The Ocean,88,https://i.ytimg.com/vi/vWaRiD5ym74/default.jpg
952,2022-05-19 13:13:16.133149,Kane Brown - Like I Love Country Music (Official Audio),Like I Love Country Music,,https://i.ytimg.com/vi/LNDHulbTj_A/default.jpg
960,2022-05-19 13:23:22.558912,Zé Neto e Cristiano - BATENDO O DENTE - EP TARJA PRETA,Batendo o Dente (Ao Vivo),198,https://i.ytimg.com/vi/6vazqxfLpWc/default.jpg
969,2022-05-19 13:13:14.03479,Farruko - My Lova (Official Video),My Lova,,https://i.ytimg.com/vi/Y3-pxxbQOkI/default.jpg
997,2022-05-19 13:44:51.434227,GRANDMA - I Met God Online (Official Video),,,https://i.ytimg.com/vi/NSD-k7W9K7Q/default.jpg
1016,2022-05-19 12:19:27.921863,Alec Benjamin - Shadow Of Mine [Official Music Video],Shadow Of Mine,247,https://i.ytimg.com/vi/g5T2tu3Yky4/default.jpg
1018,2022-05-19 13:23:22.241335,ALIANÇA - Vitor Fernandes e @Diego e Victor Hugo  (DVD Piseiro Apaixonado),Aliança (Live),45,https://i.ytimg.com/vi/8XRKJtBUev8/default.jpg
1019,2022-05-19 13:44:44.193849,Katy Perry - Unconditionally (Official),Unconditionally,73,https://i.ytimg.com/vi/XjwZAa2EjKA/default.jpg
1036,2022-05-19 13:44:44.325864,Maroon 5 - Maps (Explicit) (Official Music Video),Maps,156,https://i.ytimg.com/vi/NmugSMBh_iI/default.jpg
50,2022-05-19 12:32:11.874705,Cris MJ - Una Noche En Medellín (Official Music Video),Una Noche en Medellín,,https://i.ytimg.com/vi/EaIh7tRqdqM/default.jpg
74,2022-05-19 13:23:22.576947,Paulo e Nathan - Acabei de Terminar - Part. Hugo e Guilherme - DVD Nunca é de Boa,Acabei de Terminar (Ao Vivo),,https://i.ytimg.com/vi/VAMuj4EtlL0/default.jpg
130,2022-05-19 13:44:50.987827,Shawn Mendes - Treat You Better,Treat You Better,185,https://i.ytimg.com/vi/lY2yjAdbvdQ/default.jpg
139,2022-05-19 12:32:12.380008,Firecracker | Jayeshbhai Jordaar | Ranveer Singh | Vishal & Sheykhar | New Song | Laal Rangi Chola,Firecracker,,https://i.ytimg.com/vi/GX6T2c6QH4Q/default.jpg
150,2022-05-19 13:13:14.42528,Olivia Rodrigo - drivers license [64th GRAMMY Awards Performance],,,https://i.ytimg.com/vi/x4drP6Q6p30/default.jpg
167,2022-05-19 13:42:24.037176,"Justin Bieber - Peaches ft. Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),184,https://i.ytimg.com/vi/tQ0yjYUFKAE/default.jpg
173,2022-05-19 13:13:15.400601,Hide The Weed (feat. YaBoiDirty),,,https://i.ytimg.com/vi/ntsE023rPKM/default.jpg
192,2022-05-19 13:13:15.968016,Tek It,,,https://i.ytimg.com/vi/6LEs1yKXnb8/default.jpg
200,2022-05-19 12:32:13.255084,Christian Nodal - Ya No Somos Ni Seremos (Video Oficial),Ya No Somos Ni Seremos,58,https://i.ytimg.com/vi/jGhL1v594cU/default.jpg
207,2022-05-19 13:13:12.812747,"Tom MacDonald - ""The System""",The System,,https://i.ytimg.com/vi/OshNahVo9-c/default.jpg
246,2022-05-19 13:23:23.086539,Léo e Raphael - Pecuária 2.0 [Clipe Oficial],,,https://i.ytimg.com/vi/xcDhZirU4r0/default.jpg
