media_item_id,ingest_timestamp,primary_title,secondary_title,artist_id,media_cover_url
266,2022-05-19 13:12:18.897916,Steve Aoki & Natanael Cano - Kong 2.0 (Official Music Video),Kong 2.0,,https://i.ytimg.com/vi/5NzmS2IzG-g/default.jpg
319,2022-05-19 13:44:50.592231,Kaash Paige - Girlfriend,,,https://i.ytimg.com/vi/LX5OQV8CLec/default.jpg
336,2022-05-19 13:44:51.848888,Melanie Martinez - Pacify Her [Official Music Video],Pacify Her,95,https://i.ytimg.com/vi/9u14-QBPzSE/default.jpg
337,2022-05-19 13:13:14.637576,December,,,https://i.ytimg.com/vi/O1kbMfVv_vs/default.jpg
357,2022-05-19 12:19:28.516014,Lil Nas X - MONTERO (Call Me By Your Name) (Official Video),MONTERO (Call Me By Your Name),81,https://i.ytimg.com/vi/6swmTBVI83k/default.jpg
375,2022-05-19 13:13:15.641621,Alemán & L-Gante - Requisito 420 (Video Oficial),Requisito 420,,https://i.ytimg.com/vi/vHu9JtbV6nk/mqdefault.jpg
391,2022-05-19 13:23:21.740891,Henrique e Juliano - EU ME TRAÍ - DVD Manifesto Musical,Eu Me Trai (Ao Vivo),4,https://i.ytimg.com/vi/MSIvdSxAckg/default.jpg
429,2022-05-19 13:42:22.88242,Kehlani - up at night [Official Music Video],up at night (feat. Justin Bieber),,https://i.ytimg.com/vi/o0G8irSKyFU/default.jpg
438,2022-05-19 12:32:12.162486,#Arvind Akela Kallu | नाच रे पतरकी 2.0 |#Shilpi Raj | Naach Re Patarki 2.0 |Akansha| Bhojpuri Gana,नाच रे पतरकी 2.0,48,https://i.ytimg.com/vi/obLXVRO_DJU/default.jpg
445,2022-05-19 13:44:44.40785,Fergie - Big Girls Don't Cry (Personal) (Extended Version),Big Girls Don't Cry (Personal),248,https://i.ytimg.com/vi/E6sqA9QtV5I/default.jpg
448,2022-05-19 13:13:13.048533,BoyWithUke - Understand,Understand,,https://i.ytimg.com/vi/T2fjQrsKbAM/default.jpg
466,2022-05-19 13:44:52.877699,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,Basic Boy (Pjay & Mína),20,https://i.ytimg.com/vi/jzD_yyEcp0M/default.jpg
471,2022-05-19 13:42:22.285424,Imagine Dragons - Bones (Official Music Video),Bones,49,https://i.ytimg.com/vi/TO-_3tck2tg/default.jpg
474,2022-05-19 13:23:23.130038,Ana Castela - Neon (Clipe Oficial),,,https://i.ytimg.com/vi/wqh8Z59rMI4/default.jpg
475,2022-05-19 13:42:23.960823,Demi Lovato - Dancing With The Devil (Official Video),Dancing With the Devil,218,https://i.ytimg.com/vi/EAg69LaLlS0/default.jpg
481,2022-05-19 13:44:53.505285,Air Supply - Making Love Out Of Nothing At All,Making Love Out Of Nothing At All,27,https://i.ytimg.com/vi/ogoIxkPjRts/default.jpg
510,2022-05-19 13:13:13.015648,Zach Bryan - Something In The Orange,,,https://i.ytimg.com/vi/lA8F9sIhGdg/default.jpg
527,2022-05-19 13:44:51.671314,Coldplay X BTS - My Universe (Official Video),My Universe (Live),152,https://i.ytimg.com/vi/3YqPKLZF_WU/default.jpg
538,2022-05-19 13:13:12.61283,PSY - 'That That (prod. & feat. SUGA of BTS)' MV,That That (feat. SUGA),,https://i.ytimg.com/vi/8dJyRm2jJ-U/default.jpg
556,2022-05-19 13:44:44.816518,Selena Gomez & The Scene - Love You Like A Love Song,Love You Like a Love Song,9,https://i.ytimg.com/vi/EgT_us6AsDg/default.jpg
563,2022-05-19 13:44:52.84355,Sam Smith - Too Good At Goodbyes (Official Video),Too Good at Goodbyes,132,https://i.ytimg.com/vi/J_ub7Etch2U/default.jpg
573,2022-05-19 13:13:15.275581,Baky - Dènye Lèt (Official Video),Dènye Lèt (Depresyon),,https://i.ytimg.com/vi/B25ariEu9fs/default.jpg
579,2022-05-19 13:13:13.531712,SI SUPIERAS (DANNYLUX),,,https://i.ytimg.com/vi/2LDaxyu5KUI/default.jpg
583,2022-05-19 13:44:50.854513,Bruno Mars - The Lazy Song (Official Music Video),The Lazy Song,154,https://i.ytimg.com/vi/fLexgOxsZu0/default.jpg
595,2022-05-19 12:31:23.050802,Coldplay - Higher Power (Official Video),Higher Power,197,https://i.ytimg.com/vi/3lfnR7OhZY8/default.jpg
610,2022-05-19 13:44:52.217251,Paloma Faith - Only Love Can Hurt Like This (Official Video),Only Love Can Hurt Like This,31,https://i.ytimg.com/vi/PaKr9gWqwl4/default.jpg
639,2022-05-19 13:13:15.326271,"Blueface, G Herbo - Street Signs (Official Music Video)",Street Signs,150,https://i.ytimg.com/vi/tJniy4aGVOs/default.jpg
646,2022-05-19 12:19:27.475022,Sub Urban - PARAMOUR (feat. AURORA) [Official Visualizer],PARAMOUR (feat. AURORA),,https://i.ytimg.com/vi/gbsi0JSbHdg/default.jpg
652,2022-05-19 13:44:51.97082,Marshmello ft. Bastille - Happier (Official Music Video),Happier (feat. Bastille),153,https://i.ytimg.com/vi/m7Bc3pLyij0/default.jpg
655,2022-05-19 13:44:50.867833,grentperez - Wishful Thinking (Official Lyric Video),,,https://i.ytimg.com/vi/brrugYqMeEk/default.jpg
657,2022-05-19 13:13:13.187577,TXT (투모로우바이투게더) 'Good Boy Gone Bad' Official MV,Good Boy Gone Bad,,https://i.ytimg.com/vi/Os_6c5j6YiQ/default.jpg
692,2022-05-19 12:19:21.837175,RealestK - Love Me (Official Music Video),,,https://i.ytimg.com/vi/zdEVqeN1E1I/default.jpg
816,2022-05-19 13:44:53.422801,Maroon 5 - Payphone ft. Wiz Khalifa (Explicit) (Official Music Video),Payphone (feat. Wiz Khalifa),156,https://i.ytimg.com/vi/KRaWnd3LJfs/default.jpg
838,2022-05-19 12:19:26.385278,TRAETWOTHREE - Stuck In My Ways (feat. Blueface) [Official Music Video],,,https://i.ytimg.com/vi/B0QWE2z68YQ/default.jpg
870,2022-05-19 12:32:12.400761,"No se habla de Bruno (De ""Encanto"")",,103,https://i.ytimg.com/vi/wTi8yLyHeb8/default.jpg
898,2022-05-19 13:13:12.732686,Gucci Mane - Serial Killers [Official Music Video],Serial Killers,149,https://i.ytimg.com/vi/Jzf917KYNH0/default.jpg
937,2022-05-19 13:44:50.406515,Glass Animals - Heat Waves (Official Video),Heat Waves,158,https://i.ytimg.com/vi/mRD0-GxqHVo/default.jpg
961,2022-05-19 13:23:23.264988,John Amplificado - CHEGA E SENTA - Clipe Oficial,Chega E Senta (Ao Vivo),,https://i.ytimg.com/vi/upIxeHU3Oyk/default.jpg
966,2022-05-19 13:13:15.7184,"Dax - ""Dear Alcohol"" (MEGA REMIX) [ft. RVSHVD, Phix, Erv Ello, Thagreatwhite, Skydxddy, AK & MORE]",,,https://i.ytimg.com/vi/YtnQq6byng4/default.jpg
995,2022-05-19 13:44:52.941032,Justin Timberlake - Mirrors (Official Video),Mirrors,174,https://i.ytimg.com/vi/uuZE_IRwLNI/default.jpg
1000,2022-05-19 13:44:42.436095,Sia - Cheap Thrills (Performance Edit),Cheap Thrills,217,https://i.ytimg.com/vi/31crA53Dgu0/default.jpg
1007,2022-05-19 13:13:15.91199,"Chris Janson - You, Me & The River (With Eric Church)  [Official Music Video]","You, Me & The River (with Eric Church) (feat. Eric Church)",,https://i.ytimg.com/vi/EQ7ShhkEdMs/default.jpg
1009,2022-05-19 13:44:44.340351,"Sam Smith, Normani - Dancing With A Stranger (Official Video)",Dancing With A Stranger,113,https://i.ytimg.com/vi/av5JD1dfj_c/default.jpg
1013,2022-05-19 12:32:12.764428,"Mora, Sech - TUS LÁGRIMAS (Visualizer) | MICRODOSIS",TUS LÁGRIMAS,,https://i.ytimg.com/vi/p70UTh02FXI/default.jpg
1021,2022-05-19 13:13:12.949345,Thousand Miles,Thousand Miles,258,https://i.ytimg.com/vi/GS-666L0VLE/hqdefault.jpg
1027,2022-05-19 13:13:14.839266,Bad Life,Bad Life,208,https://i.ytimg.com/vi/o4552tadeuM/hqdefault.jpg
1,2022-05-19 13:23:23.617644,Hugo e Guilherme - Da Moral Pros Pobre - DVD Próximo Passo,Da Moral Pros Pobre,,https://i.ytimg.com/vi/qjWEOzaE6Is/default.jpg
78,2022-05-19 13:23:21.101849,Vai Lá Em Casa Hoje - George Henrique e Rodrigo Feat. Marília Mendonça (Clipe Oficial),Vai Lá Em Casa Hoje (Live),30,https://i.ytimg.com/vi/r2ma8WPRppk/default.jpg
121,2022-05-19 12:32:12.920459,"Oo Bolega ya Oo Oo Bolega Ft Samantha ( Full Video) Pushpa | Allu A, Rashmika|Kanika K, DSP, Sukumar",,,https://i.ytimg.com/vi/sqmNziU3OxQ/default.jpg
141,2022-05-19 13:44:53.838561,Ed Sheeran & Justin Bieber - I Don't Care [Official Music Video],I Don't Care,162,https://i.ytimg.com/vi/y83x7MgzWOA/default.jpg
157,2022-05-19 12:32:11.177517,ले ले आई कोका कोला,ले ले आई कोका कोला,165,https://i.ytimg.com/vi/ffaqVXuWO9o/hqdefault.jpg
214,2022-05-19 13:42:23.667487,"Galantis, David Guetta & Little Mix - Heartbreak Anthem (Official Music Video)",Heartbreak Anthem (feat. David Guetta & Little Mix),204,https://i.ytimg.com/vi/HIv3ClkEhrA/default.jpg
221,2022-05-19 13:42:23.260531,Lizzo - Rumors feat. Cardi B [Official Video],Rumors (feat. Cardi B),47,https://i.ytimg.com/vi/4P9XUrniiK4/default.jpg
226,2022-05-19 13:13:15.53457,Lil Nas X - DEAD RIGHT NOW/MONTERO/INDUSTRY BABY (64th GRAMMY Awards Performance),INDUSTRY BABY,,https://i.ytimg.com/vi/GfJicS3txO4/default.jpg
227,2022-05-19 12:19:27.547392,Robin Schulz & Dennis Lloyd - Young Right Now (Official Video),Young Right Now,256,https://i.ytimg.com/vi/5jxjUpZr61k/default.jpg
291,2022-05-19 13:44:43.723759,Céline Dion - I'm Alive (Official HD Video),I'm Alive,193,https://i.ytimg.com/vi/NJsa6-y4sDs/default.jpg
300,2022-05-19 13:23:22.629796,Luan Pereira ft. Ana Castela - Chama (DVD Do Mato Pro Mundo),,,https://i.ytimg.com/vi/ey1ZTG77V9o/default.jpg
302,2022-05-19 13:13:13.513343,Ya No Somos Ni Seremos (Letra / Lyrics),,,https://i.ytimg.com/vi/Hx5YuRJrChU/mqdefault.jpg
334,2022-05-19 13:44:52.48819,Off The Edge - December Rose [Official Music Video],,,https://i.ytimg.com/vi/aDEB7FS2UjY/default.jpg
352,2022-05-19 13:44:45.541289,Shakira - Can't Remember to Forget You (Official Video) ft. Rihanna,Can't Remember to Forget You (feat. Rihanna),200,https://i.ytimg.com/vi/o3mP3mJDL2k/default.jpg
376,2022-05-19 13:44:45.015871,Chaz Kiss - GOLIATH (Official Music Video),,,https://i.ytimg.com/vi/hs1dfP68_1I/default.jpg
417,2022-05-19 12:31:22.886892,TRAINING TUNES - Rise and Shine - Nate Kohrs x Reed Waddle feat Andy Lewis,,,https://i.ytimg.com/vi/o8oAf38cWyE/default.jpg
431,2022-05-19 13:23:22.077396,Gusttavo Lima - Ficha Limpa - Falando de Amor,Ficha Limpa,189,https://i.ytimg.com/vi/_7DKuv_xsuY/default.jpg
493,2022-05-19 13:12:19.223432,Alessia Cara - You Let Me Down,You Let Me Down,,https://i.ytimg.com/vi/m7kPssRKiL8/default.jpg
516,2022-05-19 13:44:44.990061,Elaine - Shine (Official Video),Shine,178,https://i.ytimg.com/vi/AS-4DsoHkhA/default.jpg
519,2022-05-19 12:19:21.252148,Allison Ponthier - Hardcore (Official Video),,,https://i.ytimg.com/vi/bgWzGi8esJk/default.jpg
532,2022-05-19 13:23:22.615901,Blxst - Never Was Wrong (Official Music Video),Never Was Wrong,,https://i.ytimg.com/vi/DkYQW3_dWcA/default.jpg
542,2022-05-19 13:13:13.406366,Justin Bieber - Honest ft. Don Toliver,Honest (feat. Don Toliver),,https://i.ytimg.com/vi/n1khwOk5dN8/default.jpg
549,2022-05-19 13:44:52.736353,Billie Eilish - bad guy,bad guy,192,https://i.ytimg.com/vi/DyDfgMOUjCI/default.jpg
562,2022-05-19 12:19:28.578385,Taylor Swift - Red,,163,https://i.ytimg.com/vi/Zlot0i3Zykw/default.jpg
625,2022-05-19 13:44:45.72317,Good Boy Daisy - Selfish (Official Music Video),,,https://i.ytimg.com/vi/goPvbaIrzr4/default.jpg
638,2022-05-19 12:19:27.830677,Michael Patrick Kelly - Blurry Eyes (Official Video),Blurry Eyes,40,https://i.ytimg.com/vi/OrIraDLbNMA/default.jpg
698,2022-05-19 13:44:50.824697,Do It Like A Girl,,,https://i.ytimg.com/vi/lHPSOyQM0gQ/default.jpg
707,2022-05-19 12:19:26.817053,The Weeknd - Is There Someone Else? (Official LyricVideo),Is There Someone Else?,181,https://i.ytimg.com/vi/b-esdxjN8N8/default.jpg
727,2022-05-19 12:32:12.599998,Bad Bunny - Un Verano Sin Ti (360° Visualizer) | Un Verano Sin Ti,,,https://i.ytimg.com/vi/REyv4cblksI/default.jpg
730,2022-05-19 12:19:27.730866,Dylan Conrique - Birthday Cake (Music Video),,,https://i.ytimg.com/vi/PDR_ZoMI82g/default.jpg
743,2022-05-19 13:23:20.702992,Tayrone - Cê Tá Preparada (Ao Vivo Em Goiânia / 2021) ft. Marilia Mendonça,Cê Tá Preparada (Ao Vivo) (feat. Marília Mendonça),191,https://i.ytimg.com/vi/jW7j41mbxXU/default.jpg
753,2022-05-19 13:13:12.781744,"Becky G, KAROL G - MAMIII (Official Video)",,,https://i.ytimg.com/vi/flL8ZMqIWGA/default.jpg
787,2022-05-19 13:13:13.939128,BigWalkDog - Nino [Official Music Video],,,https://i.ytimg.com/vi/Fb0CbRHhG_k/default.jpg
795,2022-05-19 13:42:23.708072,Anne-Marie & Niall Horan - Our Song [Official Video],Our Song,46,https://i.ytimg.com/vi/2Z8L4Qed8F8/default.jpg
820,2022-05-19 13:13:16.114654,"Camila Cabello, Maria Becerra - Hasta Los Dientes (Official Music Video)",Hasta Los Dientes (feat. Maria Becerra),,https://i.ytimg.com/vi/GDizXCdID04/default.jpg
842,2022-05-19 13:13:13.375605,Purple Peezy (feat. OMB Peezy),,,https://i.ytimg.com/vi/vYna03C1e-A/default.jpg
858,2022-05-19 13:23:22.871875,Hugo e Guilherme - Felicidade Dela - DVD Próximo Passo,Felicidade Dela (Ao Vivo),,https://i.ytimg.com/vi/baepkREFZ6s/default.jpg
876,2022-05-19 12:31:23.174037,Olivia Rodrigo - favorite crime (Lyric Video),favorite crime,13,https://i.ytimg.com/vi/AyX_LL9nWSE/default.jpg
881,2022-05-19 12:31:22.589232,Tanna Leone - Death n’ Taxes (Official Video),,,https://i.ytimg.com/vi/TDvWSxIQu3U/default.jpg
892,2022-05-19 13:44:53.555824,Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO],Stereo Hearts (feat. Adam Levine),71,https://i.ytimg.com/vi/T3E9Wjbq44E/default.jpg
917,2022-05-19 13:23:21.574179,Gusttavo Lima - Pendência (Buteco In Boston),Pendência (Ao Vivo),189,https://i.ytimg.com/vi/GBQEYYSjEpY/default.jpg
919,2022-05-19 13:12:18.918012,The Smile - Thin Thing (Official Video),,,https://i.ytimg.com/vi/J1_Cf55cS8I/default.jpg
921,2022-05-19 12:32:13.422261,"Kabootar - Renuka Panwar, Pranjal Dahiya, Vivek, Surender Romio, Aman Jaji, Rakesh Majreya, Sahil S",Kabootar,42,https://i.ytimg.com/vi/qfSrPyX5Svk/default.jpg
929,2022-05-19 13:44:53.964259,Boney M. - Rasputin (Sopot Festival 1979) (VOD),Rasputin (Live),213,https://i.ytimg.com/vi/16y1AkoZkmQ/default.jpg
942,2022-05-19 13:13:16.003073,CG5 - H A L L S (Backrooms Music Video),H A L L S,,https://i.ytimg.com/vi/y3WINcbg_xg/default.jpg
946,2022-05-19 13:42:22.476574,Westside Boogie & Shelley fka DRAM - Aight [Official Music Video],,,https://i.ytimg.com/vi/Wa86aPSXRX4/default.jpg
948,2022-05-19 13:13:12.556969,Bad Bunny - Moscow Mule (Official Video) | Un Verano Sin Ti,Moscow Mule,,https://i.ytimg.com/vi/p38WgakuYDo/default.jpg
962,2022-05-19 13:13:13.480873,Jessi (제시) - 'ZOOM' MV,ZOOM,199,https://i.ytimg.com/vi/6j928wBZ_Bo/default.jpg
1003,2022-05-19 13:44:50.381116,Jamie Miller - It Is What It Is (Official Music Video),It Is What It Is,,https://i.ytimg.com/vi/nJuEfXa-gMM/default.jpg
1020,2022-05-19 12:19:25.995669,The Chainsmokers - High (Official Video),High,125,https://i.ytimg.com/vi/AfxsFsLhL04/default.jpg
1028,2022-05-19 13:13:15.779937,Charli XCX - Used To Know Me (Official Video),Used to Know Me,233,https://i.ytimg.com/vi/dhYM5zMvFQk/default.jpg
8,2022-05-19 13:44:45.527534,"Ariane Gabriel - ""loser like me"" [Official Music Video]",,,https://i.ytimg.com/vi/LeX1h-HSWo4/default.jpg
13,2022-05-19 13:44:45.066708,Michèle Ducray - Manifesto,,,https://i.ytimg.com/vi/EUtHGb2FJEI/default.jpg
19,2022-05-19 13:42:22.757912,NoCap - No Hook [Official Music Video],No Hook,,https://i.ytimg.com/vi/bwgUMuoS2jU/default.jpg
46,2022-05-19 13:44:44.727175,The Pussycat Dolls - Buttons (Official Music Video) ft. Snoop Dogg,Buttons (feat. Snoop Dogg),14,https://i.ytimg.com/vi/VCLxJd1d84s/default.jpg
59,2022-05-19 13:13:15.384393,Tay Keith - Lights Off (ft. Gunna & Lil Durk) [Official Visualizer],,,https://i.ytimg.com/vi/Vh6RgJE_U3Q/default.jpg
61,2022-05-19 12:19:26.106472,"Purple Disco Machine, Sophie and the Giants - In The Dark (Official Music Video)",In The Dark,225,https://i.ytimg.com/vi/ZDrlmlzY7cE/default.jpg
66,2022-05-19 13:44:54.004157,Justin Bieber - Never Say Never (Official Music Video) ft. Jaden Smith,Never Say Never (feat. Jaden),184,https://i.ytimg.com/vi/_Z5-P9v3F8w/default.jpg
102,2022-05-19 13:44:53.654421,Phil Collins - Another Day In Paradise (Official Music Video),Another Day In Paradise,259,https://i.ytimg.com/vi/Qt2mbGP6vFI/default.jpg
127,2022-05-19 13:44:51.140671,Sia - Unstoppable (Lyrics),Unstoppable,217,https://i.ytimg.com/vi/h3h035Eyz5A/default.jpg
140,2022-05-19 13:44:41.587034,Justin Bieber - Ghost,Ghost,184,https://i.ytimg.com/vi/Fp8msa5uYsc/default.jpg
149,2022-05-19 13:44:51.717213,Mark Ronson - Nothing Breaks Like a Heart (Official Video) ft. Miley Cyrus,Nothing Breaks Like a Heart (feat. Miley Cyrus) (feat. Miley Cyrus),91,https://i.ytimg.com/vi/A9hcJgtnm6Q/default.jpg
153,2022-05-19 13:13:13.318309,Chingas A Tu Madre,,,https://i.ytimg.com/vi/nr24YaaxmQk/default.jpg
169,2022-05-19 13:42:23.791012,Katy Perry - Electric (Official Music Video),,211,https://i.ytimg.com/vi/ojpTpT5i-PI/default.jpg
209,2022-05-19 13:23:21.708385,Gusttavo Lima - Prefiro Nem Saber (Buteco in Boston),Prefiro Nem Saber (Ao Vivo),189,https://i.ytimg.com/vi/OzdNh5NrWEc/default.jpg
216,2022-05-19 12:19:29.097168,Giveon - Heartbreak Anniversary (Official Music Video),Heartbreak Anniversary,,https://i.ytimg.com/vi/uWRlisQu4fo/default.jpg
240,2022-05-19 13:44:45.300492,The Orphan The Poet - Feelin' Good (Could Be Better) (Official Music Video),,,https://i.ytimg.com/vi/9pmHzIG-Yac/default.jpg
261,2022-05-19 13:12:19.365331,"""Tired of Taking It Out On You"" by Wilco | Cruel Country",Tired of Taking It Out On You,,https://i.ytimg.com/vi/NY9ZQMdRAY4/default.jpg
299,2022-05-19 13:44:52.953715,Taylor Swift - Shake It Off,Shake It Easy Breezy,163,https://i.ytimg.com/vi/nfWlot6h_JM/default.jpg
318,2022-05-19 13:44:51.888312,James Arthur - Say You Won't Let Go,Say You Won't Let Go,61,https://i.ytimg.com/vi/0yW7w8F2TVA/default.jpg
335,2022-05-19 13:44:50.488482,John Legend - All of Me (Official Video),All of Me,106,https://i.ytimg.com/vi/450p7goxZqg/default.jpg
340,2022-05-19 13:44:53.570417,John Newman - Love Me Again,Love Me Again,107,https://i.ytimg.com/vi/CfihYWRWRTQ/default.jpg
348,2022-05-19 13:44:44.489162,James Arthur - Impossible (Official Video),Impossible,61,https://i.ytimg.com/vi/Mhj15W23IjA/default.jpg
412,2022-05-19 13:23:23.333126,Dom Vittor e Gustavo - CALCULISTA feat. Marília Mendonça (Clipe Oficial),,191,https://i.ytimg.com/vi/psQy1vdFF70/default.jpg
439,2022-05-19 12:19:26.177965,"Jnr Choi, Sam Tompkins - TO THE MOON (Official Music Video)",,,https://i.ytimg.com/vi/Q_6OZd6FFYg/default.jpg
468,2022-05-19 12:19:29.194087,Dean Lewis - Waves (Official Video),Waves,22,https://i.ytimg.com/vi/dKlgCk3IGBg/default.jpg
530,2022-05-19 13:23:23.359243,Léo e Raphael ft. Fernando e Sorocaba - O Original (Clipe Oficial),,,https://i.ytimg.com/vi/X-hVBbY2GkY/default.jpg
539,2022-05-19 12:19:28.97806,Day Sulan - Gravity (Official Music Video),,,https://i.ytimg.com/vi/SrrKuQVOVL0/default.jpg
568,2022-05-19 12:19:27.178755,Alan Walker x Benjamin Ingrosso - Man On The Moon (Official Music Video),Man On The Moon,134,https://i.ytimg.com/vi/1qrhnK6FGr0/default.jpg
580,2022-05-19 13:44:52.163124,Ed Sheeran - Overpass Graffiti [Official Video],Overpass Graffiti,50,https://i.ytimg.com/vi/k6ZoE4RrcDs/default.jpg
584,2022-05-19 13:44:51.450218,Lewis Capaldi - Someone You Loved (Official Video),Someone You Loved (Live),139,https://i.ytimg.com/vi/zABLecsR5UE/default.jpg
592,2022-05-19 13:44:51.547074,Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video],Rockabye (feat. Sean Paul & Anne-Marie),1,https://i.ytimg.com/vi/papuvlVeZg8/default.jpg
630,2022-05-19 13:12:19.032093,Arcade Fire - Unconditional I (Lookout Kid) (Official Video),Unconditional I (Lookout Kid),,https://i.ytimg.com/vi/FdXRbOrsyRY/default.jpg
631,2022-05-19 13:23:23.011361,NÃO DEI TCHAU - Vitor Fernandes (DVD Piseiro Apaixonado),Não Dei Tchau,45,https://i.ytimg.com/vi/xNWvBwU4aD4/default.jpg
653,2022-05-19 13:42:23.007187,BFB Da Packman - Lost With Miami (Official Video),,,https://i.ytimg.com/vi/R8DK8YfSQj0/default.jpg
660,2022-05-19 13:13:15.516912,SugarHill Keem - Can't Wait (Official Video),,,https://i.ytimg.com/vi/Ber5TpaJtEg/default.jpg
667,2022-05-19 12:19:26.468427,The Chainsmokers - iPad (Official Video),iPad,125,https://i.ytimg.com/vi/FYxUJFD9Ye4/default.jpg
673,2022-05-19 13:42:22.598608,The Weeknd - Out of Time (Official Video),Out of Time,181,https://i.ytimg.com/vi/2fDzCWNS3ig/default.jpg
675,2022-05-19 12:31:22.510958,Hitkidd & Glorilla - FNF (Let's Go),,,https://i.ytimg.com/vi/ww6ykF2ktaI/default.jpg
690,2022-05-19 13:42:23.548018,"P.T. Mulah x 1kRell x Yung X  ""Luv Come Down""",,,https://i.ytimg.com/vi/u8kl9Rvd-sM/default.jpg
725,2022-05-19 13:13:13.331845,Giveon - Lie Again (Official Music Video),Lie Again,,https://i.ytimg.com/vi/CA1VHbdq5hY/default.jpg
734,2022-05-19 13:42:24.133483,Joel Corry x RAYE x David Guetta - BED [Official Video],BED,215,https://i.ytimg.com/vi/mD2a9YzKV3w/default.jpg
752,2022-05-19 12:32:13.193848,BAD BUNNY - CALLAÍTA (Video Oficial),Callaíta,63,https://i.ytimg.com/vi/acEOASYioGY/default.jpg
762,2022-05-19 13:13:15.580772,22Gz - Keep A Blixky [Official Music Video],,,https://i.ytimg.com/vi/UBMRx2UHcj8/default.jpg
770,2022-05-19 13:13:15.358423,Lil Pete - Letter 2 The Streets (Official Video),Letter 2 The Streets,,https://i.ytimg.com/vi/QGocKzcUWdQ/default.jpg
775,2022-05-19 13:13:14.11981,"Kele, Darell & Bryant Myers - Al Dia (Video Oficial)",Al Dia,,https://i.ytimg.com/vi/rGj0tQLQgUw/default.jpg
796,2022-05-19 13:44:44.550848,Clean Bandit - Solo (feat. Demi Lovato) [Official Video],Solo (feat. Demi Lovato),1,https://i.ytimg.com/vi/8JnfIa84TnU/default.jpg
848,2022-05-19 12:32:12.335286,"Naacho Naacho (Full Video) RRR - NTR, Ram Charan | M M Kreem | SS Rajamouli | Vishal Mishra & Rahul",,,https://i.ytimg.com/vi/sAzlWScHTc4/default.jpg
850,2022-05-19 13:44:51.378458,Alec Benjamin - Let Me Down Slowly [Official Music Video],Let Me Down Slowly,247,https://i.ytimg.com/vi/50VNCymT-Cs/default.jpg
853,2022-05-19 12:32:11.658001,PAULO LONDRA || BZRP Music Sessions #23,"Paulo Londra: Bzrp Music Sessions, Vol. 23",16,https://i.ytimg.com/vi/WkgHkrM9fo0/hqdefault.jpg
883,2022-05-19 12:32:11.324687,Bad Bunny (ft. Rauw Alejandro) - Party (360° Visualizer) | Un Verano Sin Ti,Party,,https://i.ytimg.com/vi/G9XrXnfJPsk/default.jpg
959,2022-05-19 13:13:13.253954,Moneybagg Yo - Rocky Road (feat. Kodak Black) [Official Music Video],Rocky Road,,https://i.ytimg.com/vi/E_FTQFN1m6U/default.jpg
980,2022-05-19 13:44:53.36403,Christina Perri - A Thousand Years [Official Music Video],A Thousand Years,137,https://i.ytimg.com/vi/rtOvBOTyX00/default.jpg
984,2022-05-19 13:13:15.258507,Tory Lanez - I LIKE [Official Music Video] FARGO FRIDAYS,I LIKE,,https://i.ytimg.com/vi/Gb-IlOT3r_Q/default.jpg
988,2022-05-19 13:44:53.071825,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),DANCE MONKEY,138,https://i.ytimg.com/vi/q0hyYWKXF0Q/default.jpg
1008,2022-05-19 13:23:23.50288,Tô beijando ela - Zé Vaqueiro,Tô Beijando Ela,,https://i.ytimg.com/vi/mOnKaA5TonQ/default.jpg
1014,2022-05-19 13:44:51.272221,DJ Snake - Let Me Love You ft. Justin Bieber (Official Video),Let Me Love You (feat. Justin Bieber),68,https://i.ytimg.com/vi/euCqAq6BRa4/default.jpg
1026,2022-05-19 13:12:18.834902,5 Seconds of Summer - Me Myself & I (Official Music Video),Me Myself & I,,https://i.ytimg.com/vi/HqFVdz9GpwE/default.jpg
4,2022-05-19 13:44:50.840977,Camila Cabello - Bam Bam (Official Music Video) ft. Ed Sheeran,Bam Bam (feat. Ed Sheeran),182,https://i.ytimg.com/vi/-8VfKZCOo_I/default.jpg
23,2022-05-19 13:44:51.303463,Charlie Puth - Light Switch [Official Music Video],Light Switch,238,https://i.ytimg.com/vi/WFsAon_TWPQ/default.jpg
24,2022-05-19 13:44:44.849788,Alexandra Stan - Mr. Saxobeat (Official Video),Mr. Saxobeat,159,https://i.ytimg.com/vi/nwsewSMWIas/default.jpg
33,2022-05-19 13:42:22.635399,Doja Cat - Woman (Official Video),Woman,7,https://i.ytimg.com/vi/yxW5yuzVi8w/default.jpg
40,2022-05-19 12:32:13.050398,Bad Bunny - Efecto (360° Visualizer) | Un Verano Sin Ti,,,https://i.ytimg.com/vi/Nk8C9FdCdJQ/default.jpg
43,2022-05-19 13:23:21.320467,"Matuê, Teto & WIU - VAMPiro 🧛🏽‍♀️",Vampiro,,https://i.ytimg.com/vi/TKqa-ZXGKYA/default.jpg
45,2022-05-19 13:12:19.304258,Pale Waves - Lies (Official Video),Lies,,https://i.ytimg.com/vi/FsLwaNLwbVo/default.jpg
