"cm_track","track","isrc","cm_artist","artist"
13077080,"All My Heart","GBUM71503017",4270,"John Newman"
15085832,"Life Goes On - feat. Oh Land","USAT21102796",1776,"Gym Class Heroes"
31844964,"Silent Night","USSM12005083",4913,"Meghan Trainor"
24886205,"Amsterdam (iTunes Session)","USUM71306034",4132,"Imagine Dragons"
29763247,"1, 2 - acoustic","GBKPL2005185",745592,"mxmtoon"
38178030,"parent song - live from the internet","USUM72106458",257641,"Jeremy Zucker"
15416737,"Joints & Jam - Album Version (Edited)","USIR19801963",728,"Black Eyed Peas"
13902663,"Traime a Tu Amiga - Remix","QMHUY1558378",3928,"Farruko"
31235404,"Let Me Down","USAT22002669",430760,"Oliver Tree"
31892103,"Breathe","GBHMU2000072",4014,"Little Mix"
56172809,"Sweet Dreams (feat. Imanbek) - Affe Remix","NOG842104100",5451,"Alan Walker"
15093006,"Genesis","USAT21700389",209695,"Ravyn Lenae"
23190893,"Yours Truly","USJKX0900019",63,"Air Supply"
23276608,"Baby I - Cosmic Dawn Radio Edit","USUM71320318",3963,"Ariana Grande"
83073770,"HAPPY HURTS","GBENL2203227",3060,"Lykke Li"
12450184,"Sober - Acoustic","GBAHS1700690",75773,"Mahalia"
12813528,"Heart Attack","GBHMU1200364",3747,"One Direction"
18067315,"Something's Gotta Give","USSM11706924",454302,"Camila Cabello"
12450073,"Symphony (feat. Zara Larsson)","GBAHS1700199",4135,"Clean Bandit"
55905917,"Nightmare (Apple Music Home Session)","GB1302101084",902580,"Dylan Fraser"
15234189,"Go To Sleep","USDJ20300104",236,"Eminem"
16435211,"BTS Cypher Pt.3: Killer","KRA381208694",206557,"BTS"
13681265,"Sing Me to Sleep - Marshmello Remix","NOG841615010",5451,"Alan Walker"
12494834,"Crybaby","GBARL1701427",3421,"Paloma Faith"
24527709,"The Best Day - Instrumental with BGV","USCJY0903494",2762,"Taylor Swift"
79441066,"mathematics","GBKPL2291589",558374,"bbno$"
13445270,"Te Voy A Olvidar","MXUM71701183",40359,"Christian Nodal"
28793673,"Save Your Tears","USUG12000658",3852,"The Weeknd"
28606389,"Eenie Meenie - Instrumental","USSM11000781",2912,"Sean Kingston"
33728049,"Unlearn (with Gracie Abrams)","USUM72103598",1118101,"benny blanco"
18364050,"Pode Chegar (feat. Nego do Borel)","BRWMB1500314",4520,"Anitta"
20938411,"Blame It on Me (Deezer Session)","GBARL1401332",4572,"George Ezra"
22890897,"Roatán","USSD11900155",3928,"Farruko"
15926096,"Tonight I’m Getting Over You - Reid Stefan Remix","USUM71303075",3397,"Carly Rae Jepsen"
31167651,"Free Woman - Honey Dijon Realness Remix Edit","USUM72013248",3188,"Lady Gaga"
23395818,"Just Be Free (Spanish Version)","USBKY0529946",166,"Christina Aguilera"
55312438,"World Premier","US3L30406001",1896,"Pitbull"
83049673,"scales","GBKPL2290706",745592,"mxmtoon"
83057737,"Inside Out","USAT22203866",209695,"Ravyn Lenae"
65437326,"Rain Stop","QZNMZ2152976",3492318,"Bway Yungy"
69395929,"BMW","GBARL2101749",3757367,"Bad Boy Chiller Crew"
24939476,"Blessings","USSM11904020",1333786,"The Kid LAROI"
66375567,"Life Goes On (feat. Ty Dolla $ign)","USAT22107433",430760,"Oliver Tree"
15780312,"Heaven - Remix feat. Pusha T of Clipse","USSM10700111",2053,"John Legend"
11162416,"Je cherche l'ombre","CAC220700012",43,"Céline Dion"
12529561,"Magic","GBAYE1400260",439,"Coldplay"
43465689,"jealousy, jealousy","USUG12101248",260477,"Olivia Rodrigo"
26872002,"New York - Cutmore Club Mix (Edit)","GBARL0901457",3421,"Paloma Faith"
15673514,"Alone","USRC10700134",1316,"Avril Lavigne"
80532646,"FTW","USAT22202265",1341576,"NoCap"
65668626,"La Noche De Anoche","DEVP22100022",4566,"Milky Chance"
27456431,"Trouble In Town","GBAYE1901061",439,"Coldplay"
15085436,"sad song","USAT21100511",3684,"Christina Perri"
15049480,"God Is A DJ - D-Bop Remix","USAR10301414",672,"P!nk"
21967537,"Limitless","USQX91802915",177,"Jennifer Lopez"
22224392,"a thousand years (lullaby)","USAT21812763",3684,"Christina Perri"
25026484,"Really (Reggae Version) - Live","KRA401900099",206548,"BLACKPINK"
28549308,"00:00 (Zero O’Clock)","QM4TX2001951",206557,"BTS"
15924576,"The Knowing","USUM71212056",3852,"The Weeknd"
20011774,"Melody (AIR 213) - MÖWE Remix","NLF711807096",5058,"Lost Frequencies"
37867813,"Vip (feat. OvnyHollywood)","TCADJ1793588",3928,"Farruko"
82890156,"High Priestess","QMB622211103",3370,"Santigold"
13074378,"500 Years Of Winter - Pizza Song","GBUM71400890",4477,"5 Seconds of Summer"
80876339,"The World Is My Oyster","USA2P2219223",9149614,"LE SSERAFIM"
56570266,"Biblical - Live Performance","USUM72112933",5521,"Calum Scott"
60499901,"Mantelpiece","GBAHS2100337",902580,"Dylan Fraser"
19925308,"Dance With The Devil","USUM71704846",2482,"Katy Perry"
15922947,"Sweetest Goodbye - Demo","USUM71203827",1546,"Maroon 5"
31949501,"No Te Creo","USSD12000497",224838,"Rauw Alejandro"
66356276,"Free My Mind","USWB12104250",3578130,"Omah Lay"
32875343,"Don't You Worry About Me","GBARL2100112",3757367,"Bad Boy Chiller Crew"
43465705,"brutal","USUG12101242",260477,"Olivia Rodrigo"
17777253,"Sleigh Ride - Recorded at Spotify Studios NYC","USRC11703275",2619,"Miley Cyrus"
18573905,"Inside Out (2016 Remastered)","USRH11601163",47,"Phil Collins"
22023387,"On My Own","USUYG1221806",720461,"Trevor Daniel"
15167562,"Hot N Cold","USCA20802544",2482,"Katy Perry"
50664641,"I Wake Up - Instrumental","CH7812194099",1690956,"dezabel"
11159783,"Call Me Maybe","CAB391100615",3397,"Carly Rae Jepsen"
15392927,"La La Land","USHR10824099",3167,"Demi Lovato"
20438479,"Death of a Hero","USAT21804360",405139,"Alec Benjamin"
15935159,"Appreciated","USUM71509789",4821,"Rixton"
20439626,"Answer : Love Myself","QM6MZ1886145",206557,"BTS"
22124793,"You Belong With Me - Commentary","USCJY1831915",2762,"Taylor Swift"
15910588,"Self Esteem","USUM70831625",526,"Nelly"
12449957,"Alarm - Acoustic Version","GBAHS1600284",5256,"Anne-Marie"
82207096,"coming of age","GBKPL2290711",745592,"mxmtoon"
15360220,"I Got You Babe / Come To Butt-Head (Reprise)","USGF19361312",104,"Cher"
32762511,"KILLSHOT 3","USA2P2104637",557257,"Dax"
16510690,"Todos Buenos","DEC738500061",735,"Boney M."
25185695,"Headspace (Live)","DEUM71904885",550208,"Lewis Capaldi"
12983538,"The Girl You Lost to Cocaine","GBPNH0900021",1702,"Sia"
11773414,"Cold Blue Rain - Acoustic Version","DEVP21600032",4566,"Milky Chance"
18261471,"DANCE","USUM71800788",5332,"DNCE"
19146451,"Por Lo Mio","QZ8251814976",665663,"Paulo Londra"
28852509,"911","USLD91725030",720461,"Trevor Daniel"
68825549,"abc (The Wild Remix)","USAT22108513",3540881,"GAYLE"
18715150,"Good To You","USUM71710322",5521,"Calum Scott"
33779680,"Kaj ti je ljubica","SID059700042",2912,"Sean Kingston"
15261372,"Verdad Que Duele","USE831582278",207633,"La Adictiva Banda San José de Mesillas"
19215919,"BOY","USAT21702283",4752,"Charlie Puth"
15191236,"Forever & Always","USCJY0803336",2762,"Taylor Swift"
32555644,"Windowsill feat. Devlin","USRC12003882",207124,"ZAYN"
16836808,"The Most","USUM71516814",3479,"Justin Bieber"
80496201,"It Is What It Is","USAT22202397",3803550,"Jamie Miller"
15675663,"Not a Bad Thing","USRC11301024",1450,"Justin Timberlake"
11162239,"I'm Alive","CAC220200007",43,"Céline Dion"
13020509,"We Found Love","GBRBE0799925",2316,"Rihanna"
22680538,"Struggle (feat. Boosie Badazz)","QMCE31902089",643734,"OMB Peezy"
75259641,"COMPLETE MESS","QMRSZ2200095",4477,"5 Seconds of Summer"
15021348,"Miracles","USA820400346",63,"Air Supply"
15905967,"Umbrella - Seamus Haji & Paul Emanuel Club Remix","USUM70735016",2316,"Rihanna"
19930988,"Pops","USWB11801091",5699,"THEY."
32608856,"Too Much (feat. Imanbek & Usher) - Alle Farben Remix","USRC12004011",3907,"Marshmello"
12813724,"Recovery - Acoustic","GBHMU1300275",4361,"James Arthur"
36075333,"Something Just Like This (Don Diablo Remix) [Mixed]","US23A1523915",4796,"The Chainsmokers"
15257155,"Superstar","USE831518213",86427,"Muramatsu Karaoke"
13073381,"Hollywood - Track By Track","GBUM71305851",2515,"Naughty Boy"
51052533,"Ride","USRC12102164",217671,"Doja Cat"
47063983,"Tokyo Drifting (Oliver Malcolm Remix)","GBUM72101812",3656,"Glass Animals"
17772751,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London","GBARL1702164",4572,"George Ezra"
13395884,"Butterfly","KRA381500659",206557,"BTS"
79431792,"Chance","USWL12200271",665663,"Paulo Londra"
34554333,"Unlearn (with Gracie Abrams) - Acoustic","USUG12101363",1118101,"benny blanco"
15916221,"That Should Be Me","USUM71004778",3479,"Justin Bieber"
12569877,"Take It All","GBBKS1000347",3079,"Adele"
17078101,"Bad At Love - Klangkarussell Remix","USUM71710795",5109,"Halsey"
68489561,"Ordinary People (Mixed)","US23A1915795",2053,"John Legend"
83048507,"Brooklyn Baby","TCAGE2250368",562567,"Flipturn"
11094949,"Fica Só Olhando","BRFUP1100351",4520,"Anitta"
15932546,"Wait On Me - Cahill Remix Edit","USUM71415422",4821,"Rixton"
31069347,"Sound","USUYG1317454",1359817,"Fireboy DML"
15048611,"Misery","USAR10100721",672,"P!nk"
15086899,"When I Was Your Man","USAT21207280",3501,"Bruno Mars"
66930125,"Messages","GBARL2101666",3757367,"Bad Boy Chiller Crew"
57687035,"Todo de Cabeza","QMBZ92187711",644506,"Carolina Gaitán - La Gaita"
29597827,"La Cama - Remix - Live","QZHN22000060",224838,"Rauw Alejandro"
32407135,"No Kap","QMGR32243105",1424691,"Julianno Sosa"
15677548,"Don't You Worry","USRC11502226",3450,"R. City"
27049877,"Everybody's Everything (Arr. J. Kressler) [Live]","USVZX1812209",2028,"Santana"
15675889,"Timber (feat. Ke$ha)","USRC11301695",1896,"Pitbull"
18403617,"I Got You (I Feel Good)","USUM71800182",3746,"Jessie J"
21968045,"More Than Words (feat. Kamille)","GBHMU1800098",4014,"Little Mix"
15674958,"Blow Me (One Last Kiss)","USRC11200690",672,"P!nk"
29299690,"High on Life","QZL382004889",1359817,"Fireboy DML"
28340932,"dumbass","USAT22000078",3540881,"GAYLE"
50748297,"Alone","USRC12102054",217671,"Doja Cat"
16043028,"A Dream is a Wish Your Heart Makes/So This is Love","USWD11676303",4550,"Sabrina Carpenter"
15051681,"How Will I Know","USAR18500150",247,"Whitney Houston"
11030776,"Somebody That I Used To Know","AUZS21100040",2198,"Gotye"
19865125,"2002 - Recorded at Metropolis Studios, London","GBAHS1800399",5256,"Anne-Marie"
29266692,"Dreams","TCAEU2012785",3644040,"grentperez"
15447162,"Helpless When She Smiles - Jason Nevins Extended Remix","USJI10700893",160,"Backstreet Boys"
55421930,"Bad Habits (Mixed)","US23A1901803",3648,"Ed Sheeran"
32871680,"Mírame","USDY41833733",644506,"Carolina Gaitán - La Gaita"
71454281,"Dixie Retro Party","PLS922119396",5451,"Alan Walker"
22454920,"I'm Satisfied","NLF057990033",251,"Bee Gees"
73662100,"Somebody Else","GBARL2101752",3757367,"Bad Boy Chiller Crew"
12814255,"Shout Out to My Ex - Steve Smart Epic Edit","GBHMU1600236",4014,"Little Mix"
19042273,"Delicate - Recorded at The Tracking Room Nashville","USCJY1831799",2762,"Taylor Swift"
56952886,"LAST TRY","QZK6M2117637",1343500,"Jnr Choi"
56322464,"Si Me Vas A Querer","QZS7J2151797",1424691,"Julianno Sosa"
18221490,"Hell of a Night","JMA271701929",3450,"R. City"
63256099,"Loving","QZNMY2172551",3492318,"Bway Yungy"
15085096,"Stay The Night","USAT21002382",2157,"James Blunt"
11770659,"New Love","DEUM71502896",5381,"Dua Lipa"
53751496,"We Wanna - Avengerz Remix","ROROT1603401",17916,"Alexandra Stan"
50652317,"Angel - Instrumental","USUM70504751",2143,"Pharrell Williams"
15191414,"Holy Ground","USCJY1231042",2762,"Taylor Swift"
15048696,"Complicated","USAR10200223",1316,"Avril Lavigne"
75875976,"Riggi Ding Ding","JMC270900056",1207,"Sean Paul"
22874608,"Sorry - Original Demo","USSM11902968",2838,"Beyoncé"
15779098,"Hips Don't Lie - Bamboo (featuring Wyclef Jean) - 2006 FIFA World Cup Mix","USSM10601466",308,"Shakira"
13072712,"Love Me Again - Max Sanna & Steve Pitron Remix","GBUM71303732",4270,"John Newman"
15797222,"Title - Acoustic","USSM11508311",4913,"Meghan Trainor"
25095189,"Consistency","GBAHS1900865",75773,"Mahalia"
73319206,"Why I Really Need","SE5BU2220652",1690956,"dezabel"
21700056,"human - Official Karaoke Version","USAT21401143",3684,"Christina Perri"
65243210,"Telepath","USUM72119694",562618,"Conan Gray"
15673368,"Still Dirrty","USRC10600409",166,"Christina Aguilera"
15933258,"Hopeless Opus","USUM71417938",4132,"Imagine Dragons"
12426119,"Take Me Home","GBAAA8500196",47,"Phil Collins"
15193670,"Super Bass","USCM51100104",3442,"Nicki Minaj"
11162206,"I Don't Know","CAC220003059",43,"Céline Dion"
21478375,"Tonight (I'm Loving You) - Made Famous By Enrique Iglesias, Ludacris","ZAC011100009",481267,"Audiogroove"
18897029,"I Was Never There","USUG11800570",3852,"The Weeknd"
58114834,"Del Mar","JPB602176855",1702,"Sia"
82984722,"for the girls","USAT22202015",4333,"Hayley Kiyoko"
32375678,"Mood (feat. iann dior) [Mixed]","US23A1521193",1005525,"24kGoldn"
31155769,"Ice Cream (with Selena Gomez)","KRA402000131",206548,"BLACKPINK"
13398949,"We Are Young","KRA401700084",3301,"PSY"
69632320,"Amen","QM4DW1801343",5256,"Anne-Marie"
72094372,"Bad Bitch (feat. Ty Dolla $ign)","USWB11700165",4429,"Bebe Rexha"
73641095,"Teenage Mona Lisa (feat. Aiden Adair)","QM4TW2264706",4137713,"Alfie Castley"
13983416,"Mr. Saxobeat","ROCRP1002864",17916,"Alexandra Stan"
15677970,"PILLOWTALK REMIX","USRC11600368",207124,"ZAYN"
57235950,"LO$ER=L♡VER","USA2P2119859",1414812,"TOMORROW X TOGETHER"
11030773,"Eyes Wide Open - Alien Delon Remix","AUZS21000036",2198,"Gotye"
12449291,"Bonfire Heart - Flatdisk Radio Edit","GBAHS1300608",2157,"James Blunt"
14650154,"Under The Bridge","US5260608703",1776,"Gym Class Heroes"
80876340,"The Great Mermaid","USA2P2219219",9149614,"LE SSERAFIM"
41714915,"Forget Me","GBARL2100425",3757367,"Bad Boy Chiller Crew"
16938675,"superlit","USAT21702893",5594,"Garrett Nash"
21967646,"Think About Us","GBHMU1800089",4014,"Little Mix"
32358667,"Somebody - Unplugged","CH7812073457",1690956,"dezabel"
31529952,"Love To Hate Me","KRA402000138",206548,"BLACKPINK"
79580747,"Deniro","USAT22200713",405139,"Alec Benjamin"
30967831,"What's Happening (feat. Viandra)","CA5KR1805439",557257,"Dax"
12813771,"Recovery - Single Version","GBHMU1300500",4361,"James Arthur"
26965269,"bad thoughts","QM24S1926322",558374,"bbno$"
22152936,"Youth - Remix","USUM71822085",4934,"Shawn Mendes"
30381879,"Somebody","CH7812056093",1690956,"dezabel"
48699518,"Dumb Love","USSM12100771",778014,"Mimi Webb"
18492313,"Pretend","QM42K1615155",720461,"Trevor Daniel"
15910410,"Lights, Camera, Action","USUM70828891",209987,"New Kids On The Block"
15798075,"Big Bad Wolf","USSM11603121",4378,"Fifth Harmony"
23555464,"Where Does My Heart Beat Now - Live à l'Olympia","CAC229400004",43,"Céline Dion"
25174387,"Eleanor","TCAEJ1922976",562567,"Flipturn"
15085079,"Just The Way You Are - Simon Steur Club Mix","USAT21002323",3501,"Bruno Mars"
53545051,"INTERlude :(","BRUM72100654",647232,"Luísa Sonza"
79952519,"Out of Time - Instrumental","USUG12202573",3852,"The Weeknd"
13076874,"Love Me Like You Do - Duck House Remix","GBUM71502242",3544,"Ellie Goulding"
15728544,"Soy de Durango","USSD11400133",207633,"La Adictiva Banda San José de Mesillas"
36124257,"Fever in the Night - Instrumental","CH7812189720",1690956,"dezabel"
15087578,"Collar Full","USAT21302387",2260,"Panic! At The Disco"
15921106,"Papi - Mixin Marc & Tony Svedja Radio","USUM71112476",177,"Jennifer Lopez"
55673093,"Two Story House","QMRSZ2101661",924861,"Lainey Wilson"
32822497,"Don't Play - Acoustic","GBAHS2100033",5256,"Anne-Marie"
27480664,"let it snow - acoustic","USAT21204588",3684,"Christina Perri"
62658947,"Deep end","USUM72116632",257641,"Jeremy Zucker"
14079529,"True Disaster - Youngr Remix","SEUM71700026",4363,"Tove Lo"
15813957,"You Got It (The Right Stuff)","USSM18700355",209987,"New Kids On The Block"
29298508,"Feel","QZL382004881",1359817,"Fireboy DML"
65985900,"Crazy (Tomorrowland Intro Mix) [Mixed]","US23A1523715",5058,"Lost Frequencies"
82296330,"En El Radio Un Cochinero","USDXS2201437",1435271,"Victor Cibrian"
28906351,"Feel So Right","QMEZE2044440",1787087,"Hitkidd"
21823972,"Take On Me Acoustic","GBMA21832273",214,"a-ha"
50619988,"Money On My Mind","GBUM71405074",3176,"Sam Smith"
23840151,"Maldita Abusadora","USWL11900122",665663,"Paulo Londra"
15639835,"We Run N.Y.","USQY51190402",3754,"French Montana"
23140498,"Rollin Wit da Best","QMBZ91301124",3754,"French Montana"
23440016,"Playdown","GBQRF1000525",251,"Bee Gees"
19919648,"Like I Do","USRC11802279",166,"Christina Aguilera"
15039976,"We Went As Far As We Felt Like Going","USAM10400341",2081,"The Pussycat Dolls"
50637298,"Bounce (feat. Tion Wayne & Stay Flee Get Lizzy)","GBAYE2100767",1092969,"S1mba"
30432368,"SELFISH","USSM12004614",1333786,"The Kid LAROI"
31077608,"Rover (feat. Piso 21)","GBAYE2000845",1092969,"S1mba"
22963496,"Happy","NODGN1607240",2143,"Pharrell Williams"
21894630,"My Old Santa Claus","USAT21704220",1702,"Sia"
15895527,"Losers","USUG11500915",3852,"The Weeknd"
31077027,"love nwantiti (feat. ElGrande Toto) - North African Remix","ZA34K2000415",919695,"CKay"
17333493,"Aladdin - Crazy Cousinz Remix","GBARL1702064",213900,"Not3s"
11773420,"Blossom - Single Version","DEVP21600046",4566,"Milky Chance"
22954986,"Badass Woman","USSM11903332",4913,"Meghan Trainor"
27272385,"Complicated - Acoustic Cover","PLS921752722",1316,"Avril Lavigne"
19921598,"bad woman","USRC11801753",3060,"Lykke Li"
15189707,"You'll Find A Way","USCJ80600144",3370,"Santigold"
32871121,"bon iver - acoustic","GBKPL2138528",745592,"mxmtoon"
22850503,"Crazy In Love - Homecoming Live","USSM11902731",2838,"Beyoncé"
78850833,"White Christmas","ZAC011101401",481267,"Audiogroove"
56815039,"Kiss My (Uh Oh) - Billen Ted Remix","GBAHS2100651",5256,"Anne-Marie"
22039359,"Better To Lie (with Jesse & Swae Lee)","USUM71819660",1118101,"benny blanco"
15944605,"Work It","USUR10301376",526,"Nelly"
15921793,"We Found Love - R3hab's XS Extended Remix","USUM71116802",2316,"Rihanna"
15940667,"Ocean Eyes","USUM71704440",5596,"Billie Eilish"
38167854,"Are You With Me - Cropper Extended Remix","NLF711502497",5058,"Lost Frequencies"
13962769,"Let Me Love You - Sean Paul Remix","QMZSY1600085",4310,"DJ Snake"
28260061,"Schritt für Schritt","DESJ21900448",3684,"Christina Perri"
22630827,"Express Yourself - Non-Stop Express Mix","USWB11104120",27,"Madonna"
58856120,"Star","GBAYE2101061",1092969,"S1mba"
16028878,"What Happened To Perfect","USWB11506523",4170,"Lukas Graham"
14340508,"Beach Island (feat. Benjamin O & Daniel James)","TCACJ1521106",257641,"Jeremy Zucker"
25086373,"kalakuta","QMEU31910214",919695,"CKay"
65759566,"Violence","QMCE32100775",643734,"OMB Peezy"
29821159,"Count Me In","USUM72010002",5699,"THEY."
20186429,"Better Together","DELV41800504",1054,"Rick Astley"
82994158,"Alcatraz","QZQAY2256103",3754,"French Montana"
15711331,"Hometown","USRN11600856",5408,"Kane Brown"
15237705,"Kanye","USDM31400171",4796,"The Chainsmokers"
20263532,"Melody - MÖWE Extended Remix","NLF711806913",5058,"Lost Frequencies"
21865998,"Santa Claus Is Comin' to Town","USUM71814608",3746,"Jessie J"
16030206,"I Got You - SNBRN Remix","USWB11700348",4429,"Bebe Rexha"
15908747,"Losin' It","USUM70805203",3450,"R. City"
55538524,"Two Story House","QMRSZ2101662",924861,"Lainey Wilson"
22072357,"Roses (with Juice WRLD feat. Brendon Urie)","USUM71820960",1118101,"benny blanco"
15441316,"Rain Over Me","USJAY1100071",1896,"Pitbull"
35116552,"Too Original","QMUY41500068",3440,"Major Lazer"
69494562,"INDUSTRY BABY (Mixed)","US23A1919942",1366172,"Lil Nas X"
28142887,"Cut You Off","USUM71924001",3168,"Selena Gomez"
11030767,"Night Drive","AUZS20800010",2198,"Gotye"
22860334,"Lingerie","USAT21901468",210712,"Lizzo"
15092103,"Gravel To Tempo","USAT21602274",4333,"Hayley Kiyoko"
15091573,"i hate u, i love u (feat. olivia o'brien)","USAT21601051",5594,"Garrett Nash"
15636566,"Mo Murda","USQY51108703",3754,"French Montana"
63913473,"Curse","USUM72115353",4132,"Imagine Dragons"
15199219,"Don't Bring Me Down - Live","USCN30600147",1702,"Sia"
20538918,"New Rules - Live","GBAHT1800502",5381,"Dua Lipa"
29457557,"PUMA","USUG12001844",1414812,"TOMORROW X TOGETHER"
26459054,"20cm","USUG11903693",1414812,"TOMORROW X TOGETHER"
29438197,"Interlude (ChopNotSlop Remix)","QMCE32000210",788785,"Megan Thee Stallion"
29688239,"Garupa - Ao Vivo","BRUM72001276",647232,"Luísa Sonza"
32876490,"Sayin' What I'm Thinkin'","QMRSZ2002696",924861,"Lainey Wilson"
73450179,"Bussin","USUM72201826",3442,"Nicki Minaj"
67153216,"Love Nwantiti (Ah Ah Ah)","ZA34K2100645",919695,"CKay"
15092982,"Sleepover","USAT21700335",4333,"Hayley Kiyoko"
17181684,"the sideline","QM42K1757685",745592,"mxmtoon"
15938386,"The One","USUM71605961",3397,"Carly Rae Jepsen"
46602018,"Pretty Savage - Live","KRA402100084",206548,"BLACKPINK"
50735917,"Peaches (Masterkraft Remix) [feat. Alpha P & Omah Lay]","USUM72110702",3479,"Justin Bieber"
16040616,"Part of Your World","USWD11365733",3397,"Carly Rae Jepsen"
17741895,"Symphony (feat. Zara Larsson) [Joe Maz Remix]","GBAHS1700721",4135,"Clean Bandit"
15081180,"Annie - Live from The Garden Shed","USAT20704071",2157,"James Blunt"
15940261,"Sorry","USUM71702216",5109,"Halsey"
31652644,"lie to me","USRC12002313",550577,"Tate McRae"
30061961,"Calling On Me - Jay Mac Remix","GBUM72003489",1207,"Sean Paul"
12450016,"Rockabye (feat. Sean Paul & Anne-Marie) - Jack Wins Remix","GBAHS1600411",4135,"Clean Bandit"
15049117,"Making Love Out Of Nothing At All","USAR10300039",63,"Air Supply"
14077358,"This Time Around","SEUM71401549",4363,"Tove Lo"
58199756,"You asked for this","USUM72110583",5109,"Halsey"
31887590,"TRAGIC (feat. Youngboy Never Broke Again & Internet Money)","USSM12006582",1333786,"The Kid LAROI"
15048698,"Mobile","USAR10200225",1316,"Avril Lavigne"
70662767,"Heartfire","USCGJ1894016",3540881,"GAYLE"
31840285,"Christmas Party","USSM12005073",4913,"Meghan Trainor"
15087585,"Treasure - Bailey Smalls Radio Edit","USAT21302410",3501,"Bruno Mars"
21832879,"Moves","UST8K1816969",1343500,"Jnr Choi"
12968654,"Ain't No Sunshine (Cover)","GBMQN1700022",4457,"Passenger"
20365769,"Ganja Burns","USCM51800153",3442,"Nicki Minaj"
52841680,"Lost in Japan (Remix) [Mixed]","US23A1529018",4934,"Shawn Mendes"
22636222,"Don't Feel Like Crying - Live From LIFT","GBUM71901067",538222,"Sigrid"
82986585,"Matilda","USSM12200615",558681,"Harry Styles"
14338695,"Humanize","TCACI1579383",210712,"Lizzo"
15085877,"Solo Discotheque (Whiskey Bitness)","USAT21103397",1776,"Gym Class Heroes"
49261937,"How You Get The Girl - Commentary","USCJY1831962",2762,"Taylor Swift"
23635570,"Microphone","USY9M1800005",924861,"Lainey Wilson"
14577225,"Get Free - What So Not Remix","US38W1229217",3440,"Major Lazer"
24105743,"Medellín - LA95 Remix","USUG11901436",27,"Madonna"
67221127,"Understand (Mixed)","US23A1910618",3578130,"Omah Lay"
13398882,"WHISTLE - Acoustic Ver.","KRA401600238",206548,"BLACKPINK"
20102929,"You Deserve Better - Andrelli Remix","DEE861803555",4361,"James Arthur"
19969302,"Lose My Cool","USUM71808192",5332,"DNCE"
17885506,"Thinking Out Loud","QZ22B1860734",4550,"Sabrina Carpenter"
18465246,"All That","USAT21800607",430760,"Oliver Tree"
13077221,"Come And Get It - Kideko Remix","GBUM71503630",4270,"John Newman"
17590490,"Born This Way - Grum Remix","USUM71104449",3188,"Lady Gaga"
30042911,"Stickwitu - Nonstop Mix","USUM72013010",2081,"The Pussycat Dolls"
11010602,"Reality - Uberjak'd Remix","AUNV01500595",5058,"Lost Frequencies"
29566342,"Bury Me Alive","USAT22000467",430760,"Oliver Tree"
16821863,"Trade Hearts (feat. Julia Michaels)","USWB11504544",3502,"Jason Derulo"
11162686,"On Traverse Un Mirroir","CAC228700020",43,"Céline Dion"
33466478,"Poppies - Live at Sugarshack Sessions","QZ5FN2153449",562567,"Flipturn"
13445264,"Yo No Sé Mañana","MXUM71701015",40359,"Christian Nodal"
81319475,"Let Me Down","USUG12201566",4214303,"BoyWithUke"
15928134,"It's My Party - Westfunk & Steve Smart Radio Edit","USUM71311068",3746,"Jessie J"
14349415,"Ocean Eyes - GOLDHOUSE Remix","TCACL1637941",5596,"Billie Eilish"
63831825,"Don't Push Me","USUYG1341974",3754,"French Montana"
15093305,"Get Busy","USAT21700967",1207,"Sean Paul"
65685279,"Clementine","GBKPL2167798",3644040,"grentperez"
15924057,"As Long As You Love Me - PAULO & JACKINSKY Club Mix","USUM71209045",3479,"Justin Bieber"
11162247,"Prayer","CAC220200019",43,"Céline Dion"
14340507,"Pick It up (feat. Daniel James)","TCACJ1521104",257641,"Jeremy Zucker"
33845368,"Melon Cake","USUM72103750",3167,"Demi Lovato"
13074265,"What I Like About You","GBUM71400502",4477,"5 Seconds of Summer"
29501404,"Comeback","USUM71924690",3397,"Carly Rae Jepsen"
22084385,"Paradise (Love in Tokyo Version)","GBAYE1801114",439,"Coldplay"
73653923,"Wasting Time","GBARL2101754",3757367,"Bad Boy Chiller Crew"
15117320,"Love Don't Love Me - Justin Timberlake Amended Version","USBB40580579",1450,"Justin Timberlake"
15094063,"Behind The Lines","USAT28400022",47,"Phil Collins"
12448794,"Outro","GBAHS1200054",3648,"Ed Sheeran"
30207540,"Workin' On It - Acoustic","USSM12004365",4913,"Meghan Trainor"
58856117,"Elevate","GBAYE2101069",1092969,"S1mba"
30985112,"Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix]","GBAHT2000584",5381,"Dua Lipa"
22638797,"LET IT BE〜 YOU&I〜 ONLY LOOK AT ME / ROSÉ - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""","JPB601900868",206548,"BLACKPINK"
65698887,"Take It Or Leave It","DEE862100743",4361,"James Arthur"
29271650,"Tattooed","CH7812045175",1690956,"dezabel"
15440502,"Highway To Hell - Acoustic - Live From Hamburg, Germany","USJAY0400216",1546,"Maroon 5"
26952841,"pop song","QM24S1926325",558374,"bbno$"
60638475,"I'll Sing With You","US7F41000020",4913,"Meghan Trainor"
78221838,"Fake Love","QZLL92298899",3492318,"Bway Yungy"
