"cm_track","track","isrc","cm_artist","artist"
18946116,"Meant to Be (Acoustic)","USWB11800407",4429,"Bebe Rexha"
11255316,"Estoy Aquí","COS019900377",308,"Shakira"
30207357,"It’s All So Incredibly Loud","GBUM72000424",3656,"Glass Animals"
33325201,"Give Me A Reason","QMCE32100109",643734,"OMB Peezy"
53544995,"MULHER DO ANO XD","BRUM72100656",647232,"Luísa Sonza"
33780788,"Zdaj, Ko te ni","SID059700044",2912,"Sean Kingston"
15924055,"As Long As You Love Me - Audiobot Edit","USUM71209043",3479,"Justin Bieber"
15092251,"Cancer","USAT21602554",4018,"Twenty One Pilots"
16021769,"Ring My Bell - Non-Album Track","USWB10801193",27,"Madonna"
31898330,"All I Want for Christmas Is You","USAT22006879",3803550,"Jamie Miller"
15919647,"On The Floor - Mixin Marc & Tony Svejda LA to Ibiza Radio Mix","USUM71101996",177,"Jennifer Lopez"
15697543,"New York Mining Disaster 1941 - Remastered","USRH10651496",251,"Bee Gees"
15168977,"The One That Got Away","USCA21001266",2482,"Katy Perry"
73438540,"Teenage Mona Lisa (Slowed and Reverb)","QM4TW2257823",4137713,"Alfie Castley"
31823485,"Love Goes (feat. Labrinth)","GBUM71906948",3176,"Sam Smith"
15930760,"Troubeaux","USUM71406441",177,"Jennifer Lopez"
15826177,"I Remember When","USSM19914145",209987,"New Kids On The Block"
52404163,"NDA","USUM72105935",5596,"Billie Eilish"
23126344,"Listen","USZXT1061492",2838,"Beyoncé"
24559665,"I Wish","USAT21903646",4333,"Hayley Kiyoko"
20317867,"On The Floor - Ralphi's Jurty Dub","USUM71101995",177,"Jennifer Lopez"
12813460,"I Want - Live","GBHMU1200237",3747,"One Direction"
53186345,"Just A Mess","USAT22101781",1410939,"Tones And I"
15914340,"LoveGame - Chester French Remix","USUM70973350",3188,"Lady Gaga"
13074277,"Beating Heart","GBUM71400516",3544,"Ellie Goulding"
28400613,"Closer - Tokyo Remix","USQX91904180",4796,"The Chainsmokers"
69448824,"Wishes - Instrumental","KRF702200009",3803550,"Jamie Miller"
81282257,"Scared of the Dark","USUG12201576",4214303,"BoyWithUke"
48699285,"I Want Love","USUM72109160",3746,"Jessie J"
82590882,"Get Me - Groove Chronicles Mix Instrumental","QM4TX2261657",1702,"Sia"
27037189,"Wondering - From ""High School Musical: The Musical: The Series""","USWD11995141",260477,"Olivia Rodrigo"
43511303,"Adore You (Arr. for Guitar)","GBMNA2100111",558681,"Harry Styles"
13495438,"Perdido Sin Ti","NLB639810009",109,"Ricky Martin"
16010770,"Paradise - Not For Me","USWB10002379",27,"Madonna"
79572883,"Understand","USUG12201585",4214303,"BoyWithUke"
17572650,"Sensualidad","QZ7B81700004",214945,"Bad Bunny"
35840574,"Should've Been Me - Radio Edit","GBUM71606437",2515,"Naughty Boy"
15034281,"New Classic - Live","USAHF0800013",3168,"Selena Gomez"
12368180,"The Other Side Of Paradise","GB2DY1600028",3656,"Glass Animals"
21370487,"Lolli","USA561193711",3442,"Nicki Minaj"
39744655,"Dairy Ashford Bastard","USRC11901964",567931,"Maxo Kream"
19970545,"Girls Like You","USUM71807496",1546,"Maroon 5"
28751048,"All I Need - George Mensah Extended Remix","UKG8V1801409",519774,"Joel Corry"
16985330,"Destination (iTunes Session)","USUM71306090",4132,"Imagine Dragons"
21893108,"1994","USAT21811588",405139,"Alec Benjamin"
25184810,"Things A Man Oughta Know","QMRSZ1901567",924861,"Lainey Wilson"
15782786,"Hello","USSM10804758",2838,"Beyoncé"
12487313,"(They Long to Be) Close to You","GBARL0500708",1054,"Rick Astley"
18028545,"Pick Up The Pieces (feat. Louisy Joseph) [2015 Remastered Version]","USWB11507054",3502,"Jason Derulo"
31108491,"Karma Chameleon (Acoustic Cover)","PLS921748987",454302,"Camila Cabello"
69427225,"Hippies - Audiotree Live Version","QM99V2109303",562567,"Flipturn"
27051996,"Best Days","USRC11803646",160,"Backstreet Boys"
15939118,"Blown","USUM71609374",5332,"DNCE"
13445265,"Ojalá","MXUM71701016",40359,"Christian Nodal"
27453783,"Church","GBAYE1901060",439,"Coldplay"
15930508,"Me And My Broken Heart - Lovelife Remix","USUM71405423",4821,"Rixton"
11615713,"Loveland - Bonus Track","DEL211300783",4566,"Milky Chance"
15086551,"please come home for christmas","USAT21204584",3684,"Christina Perri"
15677542,"Again","USRC11502219",3450,"R. City"
18406272,"Fuego","QZ7R41850394",3928,"Farruko"
20492007,"Let's Go (Live from Trough Rd, State Bridge, CO)","GBMQN1800017",4457,"Passenger"
22807280,"Come Over","USUYG1245633",720461,"Trevor Daniel"
16216256,"Qué No Se Dice de Mi","USCGJ1779299",644506,"Carolina Gaitán - La Gaita"
43658700,"Family (feat. Quando Rondo)","USAT22004837",1341576,"NoCap"
72093982,"And You Tell Me (2015 Remastered Version)","USWB11506577",214,"a-ha"
28852513,"Lovesick","USLD91725024",720461,"Trevor Daniel"
82981120,"Boyfriends","USSM12200620",558681,"Harry Styles"
22680883,"Um Em Um Milhão - Ao Vivo","BRUM71804888",28661,"Simone & Simaria"
24038697,"Garupa","BRUM71901152",647232,"Luísa Sonza"
13980638,"Mia 2.0","QZ9JZ1727605",214945,"Bad Bunny"
22088809,"More/Diamond Ring (feat. Ty Dolla $ign & 6LACK)","USUM71820959",1118101,"benny blanco"
15621162,"Roses - King Arthur Remix","USQX91503189",4796,"The Chainsmokers"
64654497,"I Got You (I Feel Good) [Mixed]","US23A1908360",3746,"Jessie J"
32767627,"Without You","QZFZ22164651",4200395,"UglyFace"
16157187,"America","USCGH1171902",4132,"Imagine Dragons"
52072816,"We Can't Stop (Remix) / Somewhereinamerica (Remix) [Mixed]","US23A1528245",2619,"Miley Cyrus"
15911638,"Sunday Morning - Questlove Remix","USUM70846654",1546,"Maroon 5"
32025882,"Sugar Baby","QMCE32000652",788785,"Megan Thee Stallion"
36361459,"Hoy Se Bebe Mejor - Moombahton","USA2P1870266",214945,"Bad Bunny"
31559484,"Tikari - Paul Damixie Remix Extended","ROUM72000099",17916,"Alexandra Stan"
13068865,"I Like How It Feels","GBUM71107882",531,"Enrique Iglesias"
18346730,"The Hard Stuff","USRC11703510",1450,"Justin Timberlake"
22319011,"SAD! - Recorded at Spotify Studios Stockholm","USWB11900333",4170,"Lukas Graham"
13077602,"Jet Black Heart","GBUM71505155",4477,"5 Seconds of Summer"
13075941,"What I Like About You - Studio Mix","GBUM71405957",4477,"5 Seconds of Summer"
45611515,"Life Goes On","USAT22007153",430760,"Oliver Tree"
22252641,"Happier","GBAHS1700009",3648,"Ed Sheeran"
16480424,"Three Eyes","GBYCV1600019",4397,"Melanie Martinez"
22635061,"Pretty Shining People - Acoustic Version","GBARL1900373",4572,"George Ezra"
31383181,"Sorry (James Hype Remix) - Joel Corry","UK4ZF2000436",519774,"Joel Corry"
73301273,"In a World Like This - Varun Remix","QMRSZ1301101",160,"Backstreet Boys"
16121420,"Summertime Sadness - Remix Version","ZAC011301292",481267,"Audiogroove"
15922188,"You Da One - Dave Aude Dub","USUM71119347",2316,"Rihanna"
60638492,"Love Me More","US7F41000040",4913,"Meghan Trainor"
17642688,"Disco Tits - KREAM Remix","SEUM71701033",4363,"Tove Lo"
57825220,"melhor sozinha :-)-:","BRUM72101642",647232,"Luísa Sonza"
61719765,"Balans - Trials & Tribulations Remix","GBKPL2165193",17916,"Alexandra Stan"
12489175,"Upside Down - Cahill Club Remix","GBARL1000186",3421,"Paloma Faith"
31894946,"Amor Real - Holiday Song","USWB12004618",4520,"Anitta"
15091997,"We Don't Talk Anymore - Mr. Collipark Remix","USAT21602068",4752,"Charlie Puth"
12813268,"What Makes You Beautiful","GBHMU1100018",3747,"One Direction"
15677948,"Cheap Thrills","USRC11600201",1702,"Sia"
79935223,"Se Manda Sola","MXA411400139",207633,"La Adictiva Banda San José de Mesillas"
69268019,"Sweet Dreams (Purple Disco Machine Remix) [Mixed]","US23A1912836",44,"Eurythmics"
20271386,"Darkside","NOG841806010",5451,"Alan Walker"
11473213,"Ma Baker - Club Mix","DED161000016",735,"Boney M."
33751767,"Butterflies","USQX92100992",1005525,"24kGoldn"
46811791,"Lost Cause","USUM72105929",5596,"Billie Eilish"
18892818,"the broken hearts club","USAT21801200",5594,"Garrett Nash"
33907548,"Shy Away","USAT22101330",4018,"Twenty One Pilots"
24143717,"Kick It","USSM11903950",1366172,"Lil Nas X"
25024926,"Graduation (with Juice WRLD)","USUM71916691",1118101,"benny blanco"
17853423,"Consideration - Stafford Brothers Remix","QM5FT1700250",2316,"Rihanna"
33751598,"Breath Away","USQX92100617",1005525,"24kGoldn"
26952552,"F It Up","USWB11902958",3502,"Jason Derulo"
15676280,"Elastic Heart","USRC11400976",1702,"Sia"
20230065,"MOVE TO MIAMI (feat. Pitbull) - Cineplexx Remix","USRC11802456",531,"Enrique Iglesias"
13861820,"Tougher","QMEU31505928",924861,"Lainey Wilson"
53545247,"VIP *-*","BRUM72100650",647232,"Luísa Sonza"
40200933,"Anymore","USLD91725034",720461,"Trevor Daniel"
15194316,"Put You In A Room","USCM51400396",3442,"Nicki Minaj"
15925010,"Stay - Album Version (Edited)","USUM71214758",2316,"Rihanna"
15895529,"Tell Your Friends","USUG11500917",3852,"The Weeknd"
69427219,"Did I Love You - Audiotree Live Version","QM99V2109305",562567,"Flipturn"
55711376,"i dont wanna break","USAT21400072",3684,"Christina Perri"
20656664,"I Like It ft. Bad Bunny & J Balvine ([Dillon Francis Remix] Mixed)","CA5KR1832526",214945,"Bad Bunny"
21469937,"Relacion del Dia","USHM21330769",207633,"La Adictiva Banda San José de Mesillas"
13075902,"Heartache On The Big Screen - Live","GBUM71405823",4477,"5 Seconds of Summer"
15939812,"Santa Claus Is Coming To Town","USUM71616336",5332,"DNCE"
55392930,"OverHeated","USUM72106985",5596,"Billie Eilish"
13859994,"Pants Vs. Dress","QMECD1300031",210712,"Lizzo"
12454003,"Believe","GBAHT9803002",104,"Cher"
18835837,"Paradise - Bakermat Remix","GBARL1702180",4572,"George Ezra"
33473805,"Frozen - William Orbit Drumapella","USWB19800250",27,"Madonna"
15675010,"The Truth About Love","USRC11200818",672,"P!nk"
18827636,"Shotgun","GBARL1701372",4572,"George Ezra"
15777566,"I Don't Care - English Version","USSM10502916",109,"Ricky Martin"
23417866,"Baby Boy - Maurice's Nu Soul Mix","USSM10312458",2838,"Beyoncé"
17711445,"Holding Back (feat. the DJ Grid)","TCADI1755764",2912,"Sean Kingston"
79225418,"Great DJ","ZAC010800441",481267,"Audiogroove"
16043393,"The Comeback Song","USWD11677647",260477,"Olivia Rodrigo"
45754995,"Going Up","QZHZ42174932",3450,"R. City"
62696518,"167","USSD12100705",3928,"Farruko"
37668631,"ilomilo (Mixed)","US23A1522922",5596,"Billie Eilish"
21183328,"Making Love","ES71G1707951",207124,"ZAYN"
37517943,"Bon Appétit - Amir Afargan Remix","USUM71708687",2482,"Katy Perry"
12569869,"Rolling in the Deep","GBBKS1000335",3079,"Adele"
11473305,"Children of Paradise - 7"" Version","DED168000008",735,"Boney M."
17698391,"Beautiful Life (Mix Cut) - Intro","NLF711712310",5058,"Lost Frequencies"
15943921,"Hot in Herre - X-Ecutioners Remix","USUR10200385",526,"Nelly"
25182794,"LA","QMRSZ1901568",924861,"Lainey Wilson"
21816236,"No Matter What","USUM71815971",5521,"Calum Scott"
13391865,"Spine Breaker","KRA341404058",206557,"BTS"
15799493,"Carolina","USSM11703954",558681,"Harry Styles"
27460912,"Let It Roll","DEUM71905870",550208,"Lewis Capaldi"
31303976,"Mamacita","MXUM72006102",40359,"Christian Nodal"
19242463,"Hey Hey Hey","USUM71704850",2482,"Katy Perry"
11077960,"Só Dá Nós Dois - Ao Vivo","BR8H81400028",28661,"Simone & Simaria"
20417369,"Beautiful Life - E.N.V Club Mix","DELV41801340",1054,"Rick Astley"
25265336,"Memories","USUM71913350",1546,"Maroon 5"
58878316,"Perfect","USSM12105047",454302,"Camila Cabello"
15048604,"M!ssundaztood","USAR10100714",672,"P!nk"
11648008,"Dance, Dance, Dance","DEN061003345",3060,"Lykke Li"
31034281,"Sweet Dreams (Are Made of This) [Mixed]","US23A1510938",44,"Eurythmics"
14353654,"Paradise (feat. Cisco the Nomad)","TCACM1627299",257641,"Jeremy Zucker"
30207868,"TELL ME WHY","USSM12004190",1333786,"The Kid LAROI"
24425369,"Mine Right Now - High Contrast Extended Remix","GBUM71902857",538222,"Sigrid"
15166252,"Come to Your Window - 1995 - Remaster","USCA20702722",104,"Cher"
54135744,"Not Sober (feat. Polo G & Stunna Gambino)","USSM12105033",1333786,"The Kid LAROI"
15703907,"You'll End Up Crying - 2015 Remastered","USRH11502082",214,"a-ha"
17771243,"Dirty Dancer (Mixin' Marc & Tony Svejda Radio Mix)","GBUM71106172",531,"Enrique Iglesias"
26822879,"Don't Start Now","GBAHT1901121",5381,"Dua Lipa"
15918870,"Never Say Never - Acoustic Version","USUM71027050",3479,"Justin Bieber"
19277505,"Aladdin - S.P.Y Jungle Remix","GBARL1702065",213900,"Not3s"
23712042,"Desce com maldade, sobe com autoridade (Participação especial de Simone & Simaria) - Ao vivo","BRWMB1900381",5011,"LUDMILLA"
12487853,"Stop Me - Dirty South Remix","GBARL0700165",1759,"Mark Ronson"
68464046,"edamame (feat. Rich Brian) - Diplo Remix","QMUY42100250",558374,"bbno$"
15923556,"Lady Killer - Commentary","USUM71206833",1546,"Maroon 5"
19228034,"Wake Up","QM42K1876235",720461,"Trevor Daniel"
80504493,"Green Green Grass (Sam Feldt Remix)","GBARL2200983",4572,"George Ezra"
22742730,"That's All (Live in Paris 7/21/1998) - Remastered","USRH11803865",47,"Phil Collins"
26144306,"I'm Blowin' Away","GBAHT9500599",104,"Cher"
28605196,"not ur friend","USUM72003027",257641,"Jeremy Zucker"
26293204,"Business - Instrumental Version","USIR10311997",236,"Eminem"
16121393,"Don't Wake Me Up","ZAC011201116",481267,"Audiogroove"
31390960,"Holy (feat. Chance The Rapper)","USUM72017013",3479,"Justin Bieber"
11894071,"Vanilla Chocolat - Cryduom Remix Edit","ES5051500298",17916,"Alexandra Stan"
52444677,"Permission to Dance","QMFME2102684",206557,"BTS"
11085106,"Dupla Traição (Ao Vivo)","BRBRG1300138",28661,"Simone & Simaria"
21903053,"Rudolph The Red-Nosed Reindeer / Jingle Bells","USUM71814606",3746,"Jessie J"
15799494,"Two Ghosts","USSM11703955",558681,"Harry Styles"
15939002,"Better","USUM71608818",2796,"OneRepublic"
12486689,"Right By Your Side - Remastered Version","GBARL0300602",44,"Eurythmics"
16029632,"7 Years - Spotify Sessions","USWB11600825",4170,"Lukas Graham"
22891828,"GangaXtrip","USSD11900128",3928,"Farruko"
15219858,"Addicted to you (Arbadel Radio Mix)","USDD11200111",308,"Shakira"
31077916,"Who's Laughing Now - COASTR. Remix","USAT22003258",717113,"Ava Max"
15906635,"Express Yourself","USUM70743088",728,"Black Eyed Peas"
29145252,"Sad Movies","DED160000090",735,"Boney M."
55335292,"Where Are You Now","BEHP42100067",5058,"Lost Frequencies"
14858711,"As The Years Go By","USA371049314",2028,"Santana"
15047959,"So Emotional - David Morales Mix","USAR10000216",247,"Whitney Houston"
29056768,"Focus","USE831516987",86427,"Muramatsu Karaoke"
19213766,"Patient","USAT21702280",4752,"Charlie Puth"
29454219,"Lover - Live From Paris","USUG11904297",2762,"Taylor Swift"
12495074,"The First Cut","GBARL8300036",44,"Eurythmics"
15931459,"Wait On Me","USUM71411017",4821,"Rixton"
12453596,"Be The One - Acoustic","GBAHT1600512",5381,"Dua Lipa"
24757769,"3 to Tango","USNPW1900335",1896,"Pitbull"
50643172,"Payday (feat. Young Thug)","USRC12101534",217671,"Doja Cat"
17363112,"Wolves","USUM71712103",3168,"Selena Gomez"
20412094,"Side Effects (feat. Emily Warren) - The Magician Remix","USQX91802170",4796,"The Chainsmokers"
21475116,"Never Gonna Fall In Love Again","USSM19917897",209987,"New Kids On The Block"
11030784,"Save Me","AUZS21100048",2198,"Gotye"
14412056,"Hypoxia","TCACZ1763645",562567,"Flipturn"
15785242,"Hang on in There","USSM11002248",2053,"John Legend"
26477324,"About the One Thing - Commentary","USRC11400601",308,"Shakira"
15082124,"Behind The Sea","USAT20801314",2260,"Panic! At The Disco"
15941053,"COPYCAT","USUM71707478",5596,"Billie Eilish"
12480393,"Islands In The Stream","GBAKW0100350",251,"Bee Gees"
29259752,"BRB","GBAHS2000235",75773,"Mahalia"
73646824,"So Much in Love","GBARL2101748",3757367,"Bad Boy Chiller Crew"
26499010,"Same Script, Different Cast - Victor Romeo Slang Vocal Mix","USAR10000689",247,"Whitney Houston"
28290562,"King Of The Party (feat. Mr. Killa)","QMUY42000003",3440,"Major Lazer"
54804050,"EASE","QZK6M2117625",1343500,"Jnr Choi"
58613352,"Take My Breath (Mixed)","US23A1904673",3852,"The Weeknd"
15092419,"Finesse","USAT21602952",3501,"Bruno Mars"
73440346,"House On Fire","USSM12109778",778014,"Mimi Webb"
15677760,"Unstoppable","USRC11502934",1702,"Sia"
65697358,"Home By Midnight","USAT22106049",3803550,"Jamie Miller"
12129616,"Lean On (feat. MØ & DJ Snake) - J Balvin & Farruko Remix","FR6P11501180",3440,"Major Lazer"
29218908,"Callaita (Mixed)","US23A1505460",214945,"Bad Bunny"
25017945,"Not 20 Anymore","USWB11902000",4429,"Bebe Rexha"
69131941,"Innocent","USJ3V2085982",1341576,"NoCap"
54812420,"I DON'T KNOW","USSM12105642",1333786,"The Kid LAROI"
43970109,"If It Ain't Dutch / Faded (Dash Berlin Remix) [Mixed]","US23A1534251",5451,"Alan Walker"
22534275,"Cat & Dog","USUG11900597",1414812,"TOMORROW X TOGETHER"
54138508,"Only A Fool","GBAHS2100336",902580,"Dylan Fraser"
15912394,"Te Amo","USUM70912461",2316,"Rihanna"
32154563,"Losing Sleep","GBAHS2000959",902580,"Dylan Fraser"
22321620,"my way","QZ4JJ1956541",745592,"mxmtoon"
22636905,"Straight Back Down","AUUM71800261",210947,"Dean Lewis"
23462546,"Celice - Paul van Dyk's Vocalized Clubmix","DEUM70501960",214,"a-ha"
12522973,"The Scientist","GBAYE0200772",439,"Coldplay"
15674985,"Slut Like You","USRC11200789",672,"P!nk"
47125003,"Yonaguni","QM6P42169803",214945,"Bad Bunny"
12448309,"Lights Out - Kid Gloves Remix","GBAHS0800308",3370,"Santigold"
18218022,"Clothes Off!! - Radio Version","USAT20702251",1776,"Gym Class Heroes"
32881936,"I Wonder","USAT22100515",3492318,"Bway Yungy"
19195445,"Dimelo","TCADP1891712",665663,"Paulo Londra"
60404291,"LOST IN THE CITADEL","USSM12105736",1366172,"Lil Nas X"
15081780,"Carry You Home - Live Acoustic","USAT20707004",2157,"James Blunt"
23599595,"Turn Around Look At Me","GBGQH0601144",251,"Bee Gees"
12489062,"Do You Want The Truth Or Something Beautiful? - Jonny L Remix","GBARL0901537",3421,"Paloma Faith"
54496699,"BAD INFLUENCE REFIX","QZ5FN2107930",3578130,"Omah Lay"
31603914,"on one","QM24S2008424",558374,"bbno$"
15926208,"Ballin Out","USUM71303807",3754,"French Montana"
20098208,"Be Alright","AUUM71800255",210947,"Dean Lewis"
80577695,"Justin Bieber on ""Honest"" featuring Don Toliver","US23A5000883",3479,"Justin Bieber"
15092254,"Worship","USAT21602557",210712,"Lizzo"
15931179,"The Weight","USUM71409741",4934,"Shawn Mendes"
13962777,"Ocho Cinco - Wave Dash Remix","QMZSY1600130",4310,"DJ Snake"
24539740,"I Wish","USAT21903645",4333,"Hayley Kiyoko"
12487852,"Stop Me - A Chicken Lips Malfunction","GBARL0700163",1759,"Mark Ronson"
23378458,"White Canvas","DEA620200049",214,"a-ha"
41714907,"Get Out My Head","GBARL2100426",3757367,"Bad Boy Chiller Crew"
56878367,"Black Roses","AEA0D2101865",672,"P!nk"
25099237,"KILLSHOT 2","USZHR1800663",557257,"Dax"
12570433,"Water Under the Bridge","GBBKS1500219",3079,"Adele"
30485707,"Cae de Una - Headphone Mix","USSD12000279",109,"Ricky Martin"
15190056,"Get Free","USCJ81200811",3440,"Major Lazer"
43809793,"By The Pound","QZHN52174697",4200395,"UglyFace"
15929784,"Me And My Broken Heart","USUM71401800",4821,"Rixton"
12449800,"Up","GBAHS1500508",75773,"Mahalia"
15941078,"idontwannabeyouanymore","USUM71707712",5596,"Billie Eilish"
28906410,"Looking Fa A Hoochie Mama - Bonus","QMEZE2044438",1787087,"Hitkidd"
15448668,"All Out Of Love","USJKX0900039",63,"Air Supply"
79586237,"Ain't for Sale","QZEQU2204934",4200395,"UglyFace"
12813527,"Rock Me","GBHMU1200363",3747,"One Direction"
15932848,"Animals - Gryffin Remix","USUM71416516",1546,"Maroon 5"
27130746,"Demons (feat. OMB Peezy)","USAT21902748",1341576,"NoCap"
75933104,"Teenage Mona Lisa (feat. Aiden Adair) - Gustixa Remix","QM4TW2290847",4137713,"Alfie Castley"
22618183,"Stay Awake","AUUM71800260",210947,"Dean Lewis"
37351811,"Around U - Spotify Running Remix","GBUM71704533",3544,"Ellie Goulding"
39342813,"Queen of the Night - CJ's Instrumental Mix","USAR10600512",247,"Whitney Houston"
29105572,"dumbass - Ashworth Remix","USAT22001857",3540881,"GAYLE"
72038474,"Tu Adicto","QZNJV2117834",557257,"Dax"
27221027,"Play Date","USAT21502467",4397,"Melanie Martinez"
41667912,"En Peligro de Extinción (Versión Acústica)","TCAFO2133630",207633,"La Adictiva Banda San José de Mesillas"
66953000,"Underneath the Christmas Lights","USAT22107607",1702,"Sia"
22431012,"Someone You Loved - Madism Radio Mix","DEUM71900497",550208,"Lewis Capaldi"
15003702,"Hold Me Down","USA561263944",2053,"John Legend"
31455870,"Loco","FRX202029877",3757367,"Bad Boy Chiller Crew"
68494572,"Los Peces en el Río","MXA411400132",207633,"La Adictiva Banda San José de Mesillas"
21895631,"Hold My Girl (Acoustic Version)","GBARL1801362",4572,"George Ezra"
79564813,"Memories","USUM72204111",562618,"Conan Gray"
13945523,"Be Together (feat. Wild Belle) - Carmada Remix","QMUY41500195",3440,"Major Lazer"
15676158,"Chandelier","USRC11400498",1702,"Sia"
12619876,"Berlin - Live","GBCAD1400487",3176,"Sam Smith"
15093041,"Unknown","USAT21700452",209695,"Ravyn Lenae"
12366064,"Ink","GB0401400396",439,"Coldplay"
66943686,"Socadona (feat. Mr. Vegas)","BRWMB2100422",5011,"LUDMILLA"
21863929,"Con Todo Incluido","MXA411400091",207633,"La Adictiva Banda San José de Mesillas"
72664058,"Anyone For You","GBARL2200007",4572,"George Ezra"
54167174,"edamame (feat. Rich Brian)","QMUY42100159",558374,"bbno$"
22937805,"Savage","GBARL0401083",44,"Eurythmics"
12489220,"Bang Bang Bang (feat. MNDR) - Radio Edit","GBARL1000478",1759,"Mark Ronson"
27025335,"Blessed","QZES81906497",1343500,"Jnr Choi"
22668990,"Smile","USSM11400854",2143,"Pharrell Williams"
22275347,"Timber - Jump Smokers Club Mix - Edit for Ultra Mix 6","USRC11400765",1896,"Pitbull"
18013619,"Poder da preta","BRWMB1400086",5011,"LUDMILLA"
15674387,"Wish You Were Here - Acoustic Version","USRC11100027",1316,"Avril Lavigne"
12813532,"They Don't Know About Us","GBHMU1200368",3747,"One Direction"
68473084,"Ring The Alarm - Matroda Remix","USUG12106334",4310,"DJ Snake"
15815003,"Baby, I Believe In You","USSM19000470",209987,"New Kids On The Block"
15677544,"Live by the Gun","USRC11502221",3450,"R. City"
12814268,"No More Sad Songs - Acoustic Version","GBHMU1700011",4014,"Little Mix"
15414259,"Square Dance","USIR10211055",236,"Eminem"
11020890,"Need You Now - Acoustic","AUUM71700488",210947,"Dean Lewis"
15675196,"Your Body - Ken Loi Remix","USRC11201276",166,"Christina Aguilera"
58178558,"3rd Eye","GBARL2100892",213900,"Not3s"
15921983,"Talk That Talk - Album Version (Edited)","USUM71118087",2316,"Rihanna"
11097082,"Fiu Fiu","BRIKI1300002",5011,"LUDMILLA"
22646426,"STAY - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""","JPB601900853",206548,"BLACKPINK"
33745034,"Lost (with 6 Dogs)","USUG12101193",1118101,"benny blanco"
15049591,"I Can't Let Go","USAR10400286",63,"Air Supply"
12491845,"Can't Rely on You - MK Remix","GBARL1400071",3421,"Paloma Faith"
12968570,"Let Her Go","GBMQN1200012",4457,"Passenger"
66509786,"Shivers (Navos Remix) [Mixed]","US23A1913138",3648,"Ed Sheeran"
24827822,"One Thing Right - Duke & Jones Remix","US6XF1800315",3907,"Marshmello"
12448870,"The Keepers - Voyeur Remix","GBAHS1200261",3370,"Santigold"
15052598,"It's Not Right but It's Okay - Johnny Vicious Momentous Mix","USAR19800406",247,"Whitney Houston"
24837405,"Ego","CH7811929072",1690956,"dezabel"
83152577,"2step (feat. Quevedo)","GBAHS2200617",3648,"Ed Sheeran"
31745087,"On and On","USUM72014499",5699,"THEY."
15925902,"Gangnam Style (강남스타일) - Diplo Remix (Edited Version)","USUM71301916",3301,"PSY"
13071550,"Finally Found You - D-Wayne Remix","GBUM71207667",531,"Enrique Iglesias"
27597892,"Let Her Go","USSM11914618",1333786,"The Kid LAROI"
58795959,"that way (with Jeremy Zucker)","USRC12102589",550577,"Tate McRae"
28277773,"happy face","USRC11903388",550577,"Tate McRae"
28780518,"BRABA","BRUM72000689",647232,"Luísa Sonza"
79452385,"e-z (feat. UPSAHL & Blu DeTiger)","USAT22203085",3540881,"GAYLE"
15090915,"Chasing Shadows","USAT21503685",3370,"Santigold"
15698530,"Ordinary Lives","USRH10722715",251,"Bee Gees"
15911651,"If I Never See Your Face Again - Paul Oakenfold Remix","USUM70846685",1546,"Maroon 5"
33735279,"MONTERO (Call Me By Your Name)","USSM12100531",1366172,"Lil Nas X"
56322453,"TrapStar","QZS7J2157193",1424691,"Julianno Sosa"
15051680,"Hold Me","USAR18500149",247,"Whitney Houston"
19563434,"Los Besos Más Besos","USDY41833732",644506,"Carolina Gaitán - La Gaita"
15711330,"Cold Spot","USRN11600855",5408,"Kane Brown"
13962806,"Here Comes The Night - NGHTMRE Remix","QMZSY1700161",4310,"DJ Snake"
15900984,"Santa Baby - Non-LP Version","USUM70506003",2081,"The Pussycat Dolls"
14347028,"Blocks","TCACK1581183",3907,"Marshmello"
15912966,"Eh, Eh (Nothing Else I Can Say) - Pet Shop Boys Extended Mix","USUM70953494",3188,"Lady Gaga"
67464036,"Man On The Moon","NOG842108010",5451,"Alan Walker"
30363271,"Let Me Move You - From the Netflix film Work It","USHR12040322",4550,"Sabrina Carpenter"
81282265,"Prairies (with mxmtoon)","USUG12201571",4214303,"BoyWithUke"
24823129,"Mama - Acoustic","GBUM71903591",4270,"John Newman"
33742321,"Care (with Omar Apollo)","USUG12101196",1118101,"benny blanco"
16032267,"Nothing Really Matters","USWB19701741",27,"Madonna"
20401634,"raindrops (an angel cried)","USUM71808569",3963,"Ariana Grande"
15191321,"I Want You Back - Live 2011","USCJY1103885",2762,"Taylor Swift"
15446794,"SexyBack - Tom Novy Ibiza Dub","USJI10600491",1450,"Justin Timberlake"
15085087,"This Love Again - Bonus Track","USAT21002339",2157,"James Blunt"
15932279,"Bang Bang - 3LAU Remix","USUM71414251",3746,"Jessie J"
17643796,"Disco Tits - Beatanger Remix","SEUM71700975",4363,"Tove Lo"
30219396,"Aww Mane","USAT22004721",3492318,"Bway Yungy"
15392846,"See You Again - Live from Arrowhead Pond, Anaheim, U.S.A./2008","USHR10823711",2619,"Miley Cyrus"
28480458,"All Around Me","USUM72001299",3479,"Justin Bieber"
21999855,"Осенняя","QM4TW1772103",166,"Christina Aguilera"
35091654,"Slender Frame - Live on NRK","USRH11502103",214,"a-ha"
15085036,"Just The Way You Are - Skrillex BatBoi Remix","USAT21002255",3501,"Bruno Mars"
